JD V-C s1
2458391.4425694 -0.13316 0.00067
2458391.4429630 -0.13277 0.00067
2458391.4433565 -0.13046 0.00067
2458391.4437616 -0.13215 0.00067
2458391.4441551 -0.13139 0.00067
2458391.4445486 -0.13031 0.00067
2458391.4449421 -0.13136 0.00067
2458391.4453472 -0.12740 0.00067
2458391.4457407 -0.13132 0.00067
2458391.4465278 -0.13039 0.00067
2458391.4469329 -0.12842 0.00067
2458391.4473264 -0.12888 0.00067
2458391.4477199 -0.12749 0.00067
2458391.4481134 -0.12715 0.00067
2458391.4485069 -0.12710 0.00067
2458391.4489120 -0.12552 0.00067
2458391.4493056 -0.12384 0.00067
2458391.4496991 -0.12739 0.00068
2458391.4500926 -0.12338 0.00067
2458391.4504977 -0.12654 0.00067
2458391.4508912 -0.12666 0.00067
2458391.4512847 -0.12498 0.00067
2458391.4516782 -0.12452 0.00067
2458391.4520833 -0.12364 0.00067
2458391.4524769 -0.12054 0.00067
2458391.4528704 -0.12249 0.00067
2458391.4532639 -0.11831 0.00067
2458391.4536690 -0.11980 0.00067
2458391.4540625 -0.12030 0.00067
2458391.4544560 -0.11920 0.00067
2458391.4548495 -0.11804 0.00067
2458391.4552431 -0.11625 0.00067
2458391.4556481 -0.12009 0.00067
2458391.4560417 -0.11715 0.00067
2458391.4564352 -0.11391 0.00067
2458391.4568287 -0.11639 0.00067
2458391.4572222 -0.11513 0.00067
2458391.4580208 -0.11637 0.00067
2458391.4584144 -0.11477 0.00067
2458391.4588079 -0.11285 0.00067
2458391.4592130 -0.11162 0.00067
2458391.4596065 -0.11237 0.00067
2458391.4600000 -0.11076 0.00067
2458391.4603935 -0.10839 0.00067
2458391.4607986 -0.11283 0.00067
2458391.4611921 -0.11039 0.00067
2458391.4615856 -0.10980 0.00067
2458391.4619792 -0.11071 0.00067
2458391.4623843 -0.11044 0.00067
2458391.4627778 -0.11169 0.00067
2458391.4631713 -0.10819 0.00067
2458391.4635648 -0.10937 0.00067
2458391.4639699 -0.10911 0.00067
2458391.4643634 -0.11085 0.00067
2458391.4647569 -0.10975 0.00067
2458391.4651505 -0.11171 0.00067
2458391.4655440 -0.10735 0.00067
2458391.4659491 -0.10982 0.00066
2458391.4663426 -0.11006 0.00067
2458391.4667361 -0.10718 0.00066
2458391.4671296 -0.10925 0.00066
2458391.4675347 -0.11083 0.00066
2458391.4679282 -0.10799 0.00066
2458391.4683218 -0.11011 0.00066
2458391.4687153 -0.11074 0.00066
2458391.4691204 -0.10899 0.00066
2458391.4695139 -0.10670 0.00066
2458391.4699074 -0.11010 0.00067
2458391.4703009 -0.10817 0.00066
2458391.4707060 -0.10793 0.00067
2458391.4710995 -0.11004 0.00067
2458391.4714931 -0.10958 0.00067
2458391.4718866 -0.10937 0.00067
2458391.4722917 -0.10610 0.00067
2458391.4726852 -0.10751 0.00067
2458391.4730787 -0.11085 0.00067
2458391.4734722 -0.10802 0.00067
2458391.4742708 -0.10830 0.00067
2458391.4746644 -0.10507 0.00067
2458391.4750579 -0.10815 0.00067
2458391.4754514 -0.10540 0.00068
2458391.4758565 -0.10626 0.00071
2458391.4762500 -0.10860 0.00068
2458391.4766435 -0.10732 0.00067
2458391.4770370 -0.11111 0.00069
2458391.4786227 -0.11073 0.00111
2458391.4794213 -0.10722 0.00272
2458391.4802083 -0.10890 0.00232
2458391.4806019 -0.11073 0.00249
2458391.4817940 -0.10924 0.00233
2458391.4841782 -0.10893 0.00082
2458391.4845718 -0.10786 0.00075
2458391.4849653 -0.11016 0.00080
2458391.4877431 -0.11041 0.00086
2458391.4881366 -0.10867 0.00077
2458391.4889236 -0.10908 0.00074
2458391.4893287 -0.10837 0.00071
2458391.4897222 -0.10620 0.00066
2458391.4901157 -0.10794 0.00065
2458391.4905093 -0.10508 0.00065
2458391.4909144 -0.10672 0.00065
2458391.4913079 -0.10698 0.00064
2458391.4917014 -0.10531 0.00064
2458391.4920949 -0.11008 0.00064
2458391.4924884 -0.10761 0.00064
2458391.4928935 -0.10978 0.00065
2458391.4932870 -0.10862 0.00065
2458391.4936806 -0.10433 0.00064
2458391.4940741 -0.10704 0.00065
2458391.4944792 -0.11120 0.00065
2458391.4948727 -0.11142 0.00065
2458391.4952662 -0.10817 0.00065
2458391.4956597 -0.10723 0.00065
2458391.4964583 -0.11127 0.00065
2458391.4968519 -0.10876 0.00065
2458391.4972454 -0.10762 0.00065
2458391.4976389 -0.10834 0.00066
2458391.4980440 -0.10836 0.00065
2458391.4984375 -0.10741 0.00065
2458391.4988310 -0.10535 0.00065
2458391.4992245 -0.10686 0.00066
2458391.4996296 -0.10762 0.00066
2458391.5000231 -0.10508 0.00065
2458391.5004167 -0.10659 0.00066
2458391.5008102 -0.10683 0.00066
2458391.5012037 -0.10864 0.00065
2458391.5016088 -0.10669 0.00065
2458391.5020023 -0.10889 0.00065
2458391.5023958 -0.10872 0.00065
2458391.5027894 -0.10783 0.00065
2458391.5031944 -0.10662 0.00064
2458391.5035880 -0.10722 0.00064
2458391.5043750 -0.11096 0.00065
2458391.5047685 -0.10826 0.00064
2458391.5051736 -0.10918 0.00064
2458391.5055671 -0.11129 0.00064
2458391.5063542 -0.11021 0.00064
2458391.5067593 -0.10939 0.00064
2458391.5071528 -0.10942 0.00064
2458391.5075463 -0.11083 0.00064
2458391.5079398 -0.10594 0.00064
2458391.5083449 -0.11015 0.00064
2458391.5087384 -0.10628 0.00064
2458391.5091319 -0.10797 0.00064
2458391.5095255 -0.10913 0.00064
2458391.5099190 -0.10718 0.00064
2458391.5103241 -0.10923 0.00064
2458391.5107176 -0.10687 0.00064
2458391.5111111 -0.10754 0.00064
2458391.5115046 -0.10745 0.00064
2458391.5118981 -0.10975 0.00064
2458391.5123032 -0.11182 0.00064
2458391.5126968 -0.10917 0.00064
2458391.5130903 -0.10937 0.00064
2458391.5134838 -0.10780 0.00064
2458391.5138889 -0.10778 0.00064
2458391.5142824 -0.10974 0.00064
2458391.5146759 -0.10971 0.00064
2458391.5150694 -0.10928 0.00064
2458391.5154745 -0.10862 0.00064
2458391.5158681 -0.10991 0.00064
2458391.5162616 -0.11238 0.00064
2458391.5166551 -0.10766 0.00064
2458391.5170486 -0.10685 0.00064
2458391.5174537 -0.10648 0.00064
2458391.5178472 -0.10820 0.00064
2458391.5186343 -0.10964 0.00064
2458391.5190394 -0.10890 0.00064
2458391.5194329 -0.10993 0.00064
2458391.5198264 -0.10705 0.00064
2458391.5202199 -0.10869 0.00064
2458391.5206250 -0.11101 0.00064
2458391.5210185 -0.10591 0.00064
2458391.5218056 -0.10911 0.00064
2458391.5221991 -0.10837 0.00064
2458391.5226042 -0.10784 0.00064
2458391.5229977 -0.10864 0.00063
2458391.5233912 -0.10887 0.00063
2458391.5237847 -0.10969 0.00063
2458391.5241782 -0.10826 0.00064
2458391.5245833 -0.10763 0.00064
2458391.5249769 -0.10962 0.00063
2458391.5257639 -0.10747 0.00063
2458391.5261690 -0.10931 0.00063
2458391.5265625 -0.11110 0.00064
2458391.5269560 -0.10983 0.00063
2458391.5273495 -0.11013 0.00063
2458391.5277546 -0.10970 0.00063
2458391.5281481 -0.10873 0.00064
2458391.5285417 -0.11217 0.00063
2458391.5289352 -0.10853 0.00063
2458391.5293403 -0.10938 0.00063
2458391.5297338 -0.10933 0.00063
2458391.5301273 -0.10943 0.00063
2458391.5305208 -0.11007 0.00063
2458391.5309144 -0.10770 0.00064
2458391.5313194 -0.10708 0.00063
2458391.5317130 -0.10781 0.00063
2458391.5321065 -0.11162 0.00063
2458391.5325000 -0.11018 0.00063
2458391.5329051 -0.11045 0.00064
2458391.5332986 -0.10884 0.00063
2458391.5336921 -0.11214 0.00063
2458391.5340856 -0.11039 0.00063
2458391.5344907 -0.11175 0.00063
2458391.5348843 -0.10871 0.00064
2458391.5352778 -0.10837 0.00063
2458391.5356713 -0.11072 0.00063
2458391.5360648 -0.10738 0.00063
2458391.5364699 -0.10882 0.00064
2458391.5368634 -0.10832 0.00064
2458391.5372569 -0.11230 0.00063
2458391.5376505 -0.10578 0.00063
2458391.5380556 -0.10897 0.00064
2458391.5384491 -0.10822 0.00063
2458391.5388426 -0.10986 0.00064
2458391.5392361 -0.10748 0.00063
2458391.5396296 -0.10872 0.00064
2458391.5400347 -0.11013 0.00063
2458391.5404282 -0.11184 0.00063
2458391.5408218 -0.11081 0.00063
2458391.5412153 -0.10839 0.00063
2458391.5416204 -0.10778 0.00063
2458391.5420139 -0.10758 0.00063
2458391.5424074 -0.10684 0.00064
2458391.5428009 -0.11059 0.00063
2458391.5431944 -0.10770 0.00063
2458391.5435995 -0.10870 0.00063
2458391.5439931 -0.10950 0.00063
2458391.5443866 -0.11223 0.00063
2458391.5447801 -0.11205 0.00063
2458391.5451852 -0.10938 0.00064
2458391.5455787 -0.11175 0.00063
2458391.5459722 -0.11123 0.00064
2458391.5463657 -0.10973 0.00063
2458391.5467593 -0.11068 0.00063
2458391.5471644 -0.11253 0.00063
2458391.5475579 -0.11014 0.00064
2458391.5523148 -0.11349 0.00064
2458391.5527199 -0.11134 0.00063
2458391.5531134 -0.11213 0.00064
2458391.5535069 -0.11245 0.00064
2458391.5539120 -0.11366 0.00064
2458391.5543056 -0.11527 0.00064
2458391.5546991 -0.11535 0.00064
2458391.5550926 -0.11391 0.00063
2458391.5554977 -0.11465 0.00063
2458391.5558912 -0.11773 0.00063
2458391.5562847 -0.11871 0.00063
2458391.5566782 -0.11856 0.00063
2458391.5570718 -0.11747 0.00063
2458391.5574769 -0.12303 0.00063
2458391.5578704 -0.11997 0.00063
2458391.5582639 -0.12176 0.00063
2458391.5586574 -0.12207 0.00063
2458391.5590625 -0.12266 0.00063
2458391.5594560 -0.12320 0.00063
2458391.5598495 -0.12386 0.00063
2458391.5602431 -0.12324 0.00063
2458391.5606481 -0.12306 0.00063
2458391.5610417 -0.12659 0.00063
2458391.5614352 -0.12641 0.00063
2458391.5618403 -0.12823 0.00063
2458391.5622338 -0.12754 0.00063
2458391.5626273 -0.12819 0.00063
2458391.5630208 -0.12753 0.00063
2458391.5634144 -0.12997 0.00063
2458391.5638194 -0.13240 0.00063
2458391.5642130 -0.13203 0.00064
2458391.5646065 -0.13170 0.00063
2458391.5650000 -0.13088 0.00063
2458391.5654051 -0.13388 0.00063
2458391.5657986 -0.13149 0.00063
2458391.5661921 -0.13398 0.00065
2458391.5705440 -0.13687 0.00063
2458391.5725347 -0.13927 0.00064
2458391.5733218 -0.13903 0.00067
2458391.5776852 -0.13890 0.00178
2458391.5788773 -0.14144 0.00064
2458391.5792708 -0.13896 0.00063
2458391.5796644 -0.13915 0.00064
2458391.5800579 -0.13907 0.00064
2458391.5804514 -0.14110 0.00063
2458391.5808565 -0.13878 0.00064
2458391.5812500 -0.13922 0.00064
2458391.5816435 -0.13935 0.00065
