2458376.35587	11.3087	bonne
2458376.35661	11.3059	bonne
2458376.35735	11.3205	bonne
2458376.35809	11.3074	bonne
2458376.35883	11.3053	bonne
2458376.35958	11.315	douteuse
2458376.36032	11.3227	bonne
2458376.36106	11.3147	bonne
2458376.3618	11.3225	bonne
2458376.36254	11.3124	bonne
2458376.36328	11.3162	bonne
2458376.36402	11.3159	bonne
2458376.36476	11.3248	bonne
2458376.3655	11.3171	bonne
2458376.36624	11.3141	bonne
2458376.36698	11.3151	bonne
2458376.36773	11.3155	bonne
2458376.36847	11.3132	bonne
2458376.36921	11.3208	bonne
2458376.36995	11.3073	douteuse
2458376.37069	11.3149	bonne
2458376.37143	11.3152	bonne
2458376.37217	11.3106	bonne
2458376.37291	11.312	bonne
2458376.37365	11.3116	bonne
2458376.3744	11.3163	bonne
2458376.37514	11.3184	bonne
2458376.37588	11.3107	bonne
2458376.37662	11.3193	bonne
2458376.37736	11.3121	bonne
2458376.3781	11.3133	bonne
2458376.37884	11.3154	douteuse
2458376.37958	11.316	douteuse
2458376.38032	11.3233	douteuse
2458376.38106	11.3103	bonne
2458376.38181	11.3229	bonne
2458376.38255	11.3151	bonne
2458376.38329	11.3101	douteuse
2458376.38403	11.3174	bonne
2458376.38477	11.3088	bonne
2458376.38551	11.3086	bonne
2458376.38625	11.3031	bonne
2458376.38699	11.3134	bonne
2458376.38773	11.3129	bonne
2458376.38847	11.3167	bonne
2458376.38921	11.3118	bonne
2458376.38996	11.317	bonne
2458376.3907	11.3168	bonne
2458376.39144	11.3214	bonne
2458376.39218	11.3161	bonne
2458376.39292	11.3219	bonne
2458376.39366	11.3159	bonne
2458376.3944	11.3093	bonne
2458376.39514	11.3116	bonne
2458376.39589	11.3189	bonne
2458376.39663	11.3142	bonne
2458376.39737	11.3183	bonne
2458376.39811	11.317	bonne
2458376.39885	11.3251	bonne
2458376.39959	11.3155	bonne
2458376.40033	11.3146	bonne
2458376.40107	11.3259	bonne
2458376.40181	11.3178	bonne
2458376.40255	11.3271	bonne
2458376.4033	11.3306	bonne
2458376.40404	11.3223	bonne
2458376.40478	11.3219	bonne
2458376.40552	11.3269	bonne
2458376.40626	11.329	bonne
2458376.407	11.3295	bonne
2458376.40774	11.3366	bonne
2458376.40848	11.3365	bonne
2458376.40922	11.3378	bonne
2458376.40996	11.3401	bonne
2458376.41071	11.3421	douteuse
2458376.41145	11.3412	bonne
2458376.41219	11.3372	bonne
2458376.41293	11.3389	bonne
2458376.41367	11.3403	bonne
2458376.41441	11.3353	bonne
2458376.41515	11.3485	bonne
2458376.41589	11.3364	douteuse
2458376.41663	11.3395	bonne
2458376.41738	11.3379	bonne
2458376.41812	11.3397	bonne
2458376.41886	11.3388	bonne
2458376.4196	11.3365	bonne
2458376.42034	11.3454	bonne
2458376.42108	11.3379	bonne
2458376.42182	11.3403	bonne
2458376.42256	11.3468	bonne
2458376.4233	11.3388	bonne
2458376.42404	11.3426	bonne
2458376.42479	11.3427	bonne
2458376.42553	11.3446	bonne
2458376.42627	11.3502	bonne
2458376.42701	11.3462	bonne
2458376.42776	11.3478	bonne
2458376.4285	11.341	bonne
2458376.42924	11.3468	bonne
2458376.42999	11.3513	bonne
2458376.43073	11.3413	bonne
2458376.43148	11.3519	bonne
2458376.43222	11.3465	bonne
2458376.43296	11.3442	bonne
2458376.4337	11.3457	bonne
2458376.43444	11.3447	bonne
2458376.43518	11.3458	bonne
2458376.43592	11.3435	bonne
2458376.43666	11.3455	bonne
2458376.4374	11.3495	bonne
2458376.43814	11.3495	bonne
2458376.43889	11.3497	bonne
2458376.43963	11.3541	bonne
2458376.44037	11.3465	bonne
2458376.44111	11.3419	bonne
2458376.44185	11.3445	bonne
2458376.44259	11.3416	bonne
2458376.44333	11.3467	bonne
2458376.44408	11.347	bonne
2458376.44482	11.3499	bonne
2458376.44556	11.3491	bonne
2458376.44631	11.3501	bonne
2458376.44705	11.3493	bonne
2458376.44779	11.3476	bonne
2458376.44854	11.3399	bonne
2458376.44928	11.3461	bonne
2458376.45002	11.3457	bonne
2458376.45077	11.3459	bonne
2458376.45151	11.3594	douteuse
2458376.45225	11.3457	bonne
2458376.453	11.3495	bonne
2458376.45374	11.3467	bonne
2458376.45449	11.3469	bonne
2458376.45523	11.3438	bonne
2458376.45597	11.3456	bonne
2458376.45672	11.3447	bonne
2458376.45746	11.3486	bonne
2458376.4582	11.3473	bonne
2458376.45895	11.3469	bonne
2458376.45969	11.3444	bonne
2458376.46043	11.3446	bonne
2458376.46118	11.3445	bonne
2458376.46192	11.3479	bonne
2458376.46266	11.3443	bonne
2458376.46341	11.3526	bonne
2458376.46415	11.3513	bonne
2458376.46489	11.3521	bonne
2458376.46564	11.3473	bonne
2458376.46638	11.342	bonne
2458376.46712	11.35	bonne
2458376.46787	11.3443	bonne
2458376.46861	11.3444	bonne
2458376.46935	11.3494	bonne
2458376.4701	11.3502	bonne
2458376.47084	11.3463	bonne
2458376.47158	11.3398	bonne
2458376.47233	11.3453	bonne
2458376.47307	11.349	bonne
2458376.47382	11.3503	bonne
2458376.47456	11.352	bonne
2458376.4753	11.3431	bonne
2458376.47605	11.3472	douteuse
2458376.47679	11.3384	bonne
2458376.47753	11.3469	bonne
2458376.47828	11.349	bonne
2458376.47902	11.3554	bonne
2458376.47976	11.347	bonne
2458376.48051	11.3496	bonne
2458376.48125	11.3429	bonne
2458376.48199	11.3512	bonne
2458376.48274	11.3461	bonne
2458376.48348	11.3461	bonne
2458376.48422	11.344	bonne
2458376.48497	11.34	bonne
2458376.48571	11.3486	bonne
2458376.48646	11.3409	bonne
2458376.4872	11.3435	bonne
2458376.48794	11.3445	bonne
2458376.48869	11.3375	bonne
2458376.48943	11.3458	bonne
2458376.49017	11.3467	bonne
2458376.49092	11.3474	bonne
2458376.49166	11.3446	bonne
2458376.4924	11.3535	bonne
2458376.49315	11.3437	bonne
2458376.49389	11.344	bonne
2458376.49464	11.3449	bonne
2458376.49538	11.3407	bonne
2458376.49612	11.3398	bonne
2458376.49687	11.3476	bonne
2458376.49761	11.3463	bonne
2458376.49835	11.342	bonne
2458376.4991	11.3402	bonne
2458376.49984	11.3461	bonne
2458376.50058	11.3843	douteuse
2458376.50133	11.3452	bonne
2458376.50207	11.3482	bonne
2458376.50281	11.3472	bonne
2458376.50356	11.3377	bonne
2458376.5043	11.3451	bonne
2458376.50504	11.3456	bonne
2458376.50579	11.3456	bonne
2458376.50653	11.3461	bonne
2458376.50727	11.3364	bonne
2458376.50802	11.3288	bonne
2458376.50876	11.338	bonne
2458376.5095	11.3381	bonne
2458376.51025	11.3387	bonne
2458376.51099	11.3363	bonne
2458376.51174	11.3357	bonne
2458376.51248	11.3305	bonne
2458376.51322	11.3295	bonne
2458376.51397	11.3294	bonne
2458376.51471	11.3313	bonne
2458376.51545	11.3275	bonne
2458376.5162	11.3235	bonne
2458376.51694	11.3264	bonne
2458376.51769	11.3193	bonne
2458376.51843	11.3166	douteuse
2458376.51917	11.32	bonne
2458376.51992	11.3187	bonne
2458376.52066	11.3193	bonne
2458376.5214	11.3226	bonne
2458376.52215	11.3204	bonne
2458376.52289	11.3148	bonne
2458376.52363	11.315	bonne
2458376.52438	11.3221	bonne
2458376.52512	11.3182	bonne
2458376.52586	11.3234	bonne
2458376.52661	11.3177	bonne
2458376.52735	11.3203	bonne
2458376.52809	11.3222	douteuse
2458376.52884	11.3183	bonne
2458376.52958	11.3184	bonne
2458376.53032	11.3181	bonne
2458376.53107	11.3176	bonne
2458376.53181	11.3093	bonne
2458376.53256	11.3205	bonne
2458376.5333	11.3174	bonne
2458376.53404	11.3169	bonne
2458376.53479	11.3126	bonne
2458376.53553	11.3175	bonne
2458376.53627	11.3158	bonne
2458376.53702	11.3182	bonne
2458376.53776	11.3149	bonne
2458376.5385	11.3204	bonne
2458376.53925	11.3116	bonne
2458376.53999	11.3147	bonne
2458376.54073	11.3171	douteuse
2458376.54148	11.3161	bonne
2458376.54222	11.3241	douteuse
2458376.54296	11.3213	bonne
2458376.54371	11.3181	bonne
2458376.54445	11.3184	bonne
2458376.5452	11.3117	bonne
2458376.54594	11.3185	bonne
2458376.54668	11.3228	bonne
2458376.54743	11.3144	bonne
2458376.54817	11.3195	bonne
2458376.54891	11.315	bonne
2458376.54966	11.3245	bonne
2458376.5504	11.3165	bonne
2458376.55115	11.3155	bonne
2458376.55189	11.3212	bonne
2458376.55264	11.3197	bonne
2458376.55338	11.3183	bonne
2458376.55412	11.3159	bonne
2458376.55487	11.3177	bonne
2458376.55561	11.3179	bonne
2458376.55635	11.3114	bonne
2458376.5571	11.316	bonne
2458376.55784	11.3156	bonne
2458376.55858	11.3141	bonne
2458376.55933	11.3137	bonne
2458376.56007	11.316	bonne
2458376.56081	11.3159	bonne
2458376.56156	11.321	bonne
2458376.5623	11.3185	bonne
