JD V-C s1
Aperture: 10, JD: geocentric
2457547.4143047 0.44641 0.00235
2457547.4150701 0.44331 0.00224
2457547.4158354 0.46312 0.00222
2457547.4166008 0.44831 0.00222
2457547.4173661 0.44630 0.00222
2457547.4181316 0.44856 0.00224
2457547.4188970 0.44631 0.00214
2457547.4196627 0.45424 0.00220
2457547.4204282 0.44843 0.00221
2457547.4211936 0.45163 0.00224
2457547.4219591 0.45648 0.00210
2457547.4227248 0.45944 0.00202
2457547.4234905 0.45200 0.00203
2457547.4242561 0.45361 0.00203
2457547.4250217 0.45691 0.00205
2457547.4257872 0.45229 0.00212
2457547.4265527 0.45232 0.00211
2457547.4273183 0.45830 0.00211
2457547.4280838 0.45716 0.00204
2457547.4288494 0.45459 0.00201
2457547.4296148 0.45247 0.00204
2457547.4303803 0.46004 0.00199
2457547.4311458 0.45088 0.00201
2457547.4319113 0.45506 0.00200
2457547.4326769 0.43893 0.00198
2457547.4334426 0.44097 0.00195
2457547.4342081 0.45169 0.00194
2457547.4349737 0.44839 0.00196
2457547.4357391 0.44484 0.00196
2457547.4365047 0.45261 0.00197
2457547.4372702 0.44912 0.00189
2457547.4380357 0.44244 0.00189
2457547.4388012 0.44350 0.00189
2457547.4395668 0.45568 0.00192
2457547.4403323 0.45619 0.00194
2457547.4410979 0.45670 0.00189
2457547.4418634 0.46164 0.00192
2457547.4426288 0.45913 0.00191
2457547.4433950 0.46329 0.00193
2457547.4441604 0.46920 0.00192
2457547.4449260 0.46474 0.00189
2457547.4456960 0.46395 0.00191
2457547.4464616 0.47150 0.00189
2457547.4472278 0.46935 0.00189
2457547.4479932 0.47304 0.00189
2457547.4487588 0.47211 0.00186
2457547.4495248 0.47022 0.00188
2457547.4502910 0.47405 0.00188
2457547.4510565 0.47997 0.00190
2457547.4518219 0.48178 0.00190
2457547.4525876 0.47504 0.00188
2457547.4533531 0.47902 0.00187
2457547.4541186 0.47590 0.00189
2457547.4548840 0.47753 0.00188
2457547.4556494 0.48099 0.00189
2457547.4564149 0.47313 0.00186
2457547.4571804 0.47162 0.00187
2457547.4579459 0.47597 0.00183
2457547.4594771 0.47632 0.00185
2457547.4602427 0.47371 0.00185
2457547.4610082 0.47721 0.00185
2457547.4617736 0.47018 0.00185
2457547.4625391 0.48118 0.00183
2457547.4633046 0.47603 0.00184
2457547.4640701 0.48213 0.00185
2457547.4648356 0.47521 0.00185
2457547.4656017 0.47516 0.00187
2457547.4663672 0.48261 0.00185
2457547.4671327 0.47512 0.00185
2457547.4678983 0.47697 0.00184
2457547.4686638 0.47637 0.00187
2457547.4694293 0.47105 0.00186
2457547.4701948 0.47206 0.00186
2457547.4709603 0.47693 0.00189
2457547.4717257 0.47736 0.00191
2457547.4724912 0.47966 0.00186
2457547.4732567 0.47900 0.00188
2457547.4740222 0.48006 0.00188
2457547.4747878 0.47158 0.00187
2457547.4755533 0.47540 0.00188
2457547.4763230 0.47456 0.00190
2457547.4770885 0.46763 0.00191
2457547.4778540 0.47428 0.00192
2457547.4786195 0.47679 0.00192
2457547.4793850 0.47750 0.00191
2457547.4801505 0.47078 0.00189
2457547.4809159 0.47167 0.00186
2457547.4816815 0.46758 0.00185
2457547.4824470 0.46886 0.00182
2457547.4832123 0.47239 0.00180
2457547.4839778 0.47047 0.00182
2457547.4847433 0.46835 0.00180
2457547.4855088 0.47465 0.00181
2457547.4862744 0.47001 0.00184
2457547.4870399 0.46546 0.00184
2457547.4878054 0.46887 0.00183
2457547.4885711 0.46793 0.00181
2457547.4893366 0.47230 0.00184
2457547.4901021 0.46804 0.00182
2457547.4908677 0.46683 0.00183
2457547.4916332 0.47358 0.00184
2457547.4923988 0.46494 0.00182
2457547.4931644 0.47089 0.00180
2457547.4939302 0.46965 0.00181
2457547.4954653 0.47167 0.00180
2457547.4962308 0.46344 0.00180
2457547.4969963 0.46820 0.00183
2457547.4977619 0.47186 0.00185
2457547.4985273 0.47012 0.00186
2457547.4992930 0.46662 0.00184
2457547.5000585 0.47153 0.00182
2457547.5008240 0.47488 0.00180
2457547.5015937 0.46628 0.00178
2457547.5023592 0.46685 0.00181
2457547.5031249 0.46537 0.00180
2457547.5038904 0.46912 0.00183
2457547.5046559 0.46570 0.00181
2457547.5054214 0.46505 0.00181
2457547.5061877 0.46438 0.00180
2457547.5069539 0.46593 0.00182
2457547.5077194 0.46478 0.00183
2457547.5084849 0.46227 0.00181
2457547.5092505 0.46489 0.00184
2457547.5100160 0.45980 0.00181
2457547.5107814 0.46437 0.00183
2457547.5115469 0.46253 0.00179
2457547.5123121 0.46176 0.00181
2457547.5130777 0.45711 0.00181
2457547.5138432 0.46343 0.00184
2457547.5146087 0.46216 0.00180
2457547.5153800 0.46285 0.00181
2457547.5161455 0.45890 0.00182
2457547.5169111 0.45762 0.00182
2457547.5176765 0.45721 0.00180
2457547.5184419 0.45555 0.00180
2457547.5192077 0.44825 0.00181
2457547.5199731 0.44890 0.00178
2457547.5207386 0.44581 0.00180
2457547.5215042 0.44436 0.00182
2457547.5222697 0.44092 0.00184
2457547.5230352 0.44176 0.00181
2457547.5238007 0.43752 0.00181
2457547.5245663 0.43894 0.00182
2457547.5253317 0.43464 0.00184
2457547.5260973 0.43964 0.00184
2457547.5268628 0.43238 0.00182
2457547.5276283 0.43098 0.00185
2457547.5283938 0.43155 0.00182
2457547.5291599 0.42644 0.00185
2457547.5299254 0.42435 0.00183
2457547.5306909 0.42997 0.00185
2457547.5314564 0.42635 0.00187
2457547.5322219 0.42877 0.00187
2457547.5329875 0.42928 0.00187
2457547.5337530 0.43389 0.00188
2457547.5345186 0.43337 0.00190
2457547.5352841 0.42480 0.00191
2457547.5360497 0.43126 0.00194
2457547.5368151 0.43076 0.00195
2457547.5375806 0.42928 0.00234
2457547.5383467 0.43587 0.00232
2457547.5391122 0.43452 0.00233
2457547.5398778 0.42140 0.00233
