JD V-C s1
Aperture: 6, Filter: Clear, JD: geocentric
2457554.4782292 0.16282 0.00183
2457554.4764120 0.16753 0.00185
2457554.4746528 0.16397 0.00186
2457554.4729051 0.16055 0.00183
2457554.4711343 0.17056 0.00187
2457554.4693634 0.16623 0.00188
2457554.4675463 0.16702 0.00190
2457554.4657870 0.16959 0.00186
2457554.4622801 0.16223 0.00186
2457554.4603472 0.16901 0.00184
2457554.4586227 0.16344 0.00192
2457554.4568750 0.16891 0.00194
2457554.4551157 0.17072 0.00191
2457554.4534144 0.16750 0.00189
2457554.4516667 0.16610 0.00190
2457554.4481597 0.16869 0.00190
2457554.4463889 0.16876 0.00189
2457554.4445602 0.16805 0.00190
2457554.4427778 0.16009 0.00192
2457554.4410069 0.16501 0.00191
2457554.4392593 0.17124 0.00198
2457554.4375347 0.16693 0.00200
2457554.4357755 0.17120 0.00243
2457554.4339931 0.17041 0.00204
2457554.4322338 0.16884 0.00204
2457554.4304861 0.17656 0.00198
2457554.4287269 0.17533 0.00207
2457554.4270023 0.17180 0.00209
2457554.4252431 0.16653 0.00206
2457554.4234838 0.16998 0.00202
2457554.4217361 0.16645 0.00207
2457554.4199653 0.15789 0.00207
2457554.4182407 0.16500 0.00208
2457554.4164931 0.15856 0.00214
2457554.4147338 0.16110 0.00209
2457554.4129630 0.15630 0.00221
2457554.4112153 0.14268 0.00214
2457554.4094792 0.14901 0.00218
2457554.4077431 0.14965 0.00218
2457554.4059954 0.15238 0.00224
2457554.4042245 0.14908 0.00221
2457554.4024769 0.15393 0.00221
2457554.4008218 0.14917 0.00224
2457554.3992245 0.16409 0.00224
2457554.4800231 0.16727 0.00182
2457554.4817477 0.15593 0.00180
2457554.4835069 0.16018 0.00179
2457554.4852315 0.15838 0.00177
2457554.4869676 0.15455 0.00182
2457554.4887037 0.15273 0.00181
2457554.4904398 0.15301 0.00177
2457554.4921875 0.15195 0.00174
2457554.4939236 0.14928 0.00173
2457554.4956829 0.14092 0.00177
2457554.4974306 0.13610 0.00176
2457554.4991667 0.13395 0.00173
2457554.5010301 0.13042 0.00173
2457554.5028009 0.12707 0.00174
2457554.5045486 0.12685 0.00169
2457554.5063194 0.12358 0.00167
2457554.5080787 0.12447 0.00166
2457554.5098495 0.12841 0.00171
2457554.5115972 0.12489 0.00166
2457554.5133565 0.12125 0.00164
2457554.5151157 0.12246 0.00163
2457554.5168750 0.12237 0.00162
2457554.5186458 0.12502 0.00162
2457554.5204167 0.12375 0.00160
2457554.5221875 0.12404 0.00159
2457554.5239236 0.12436 0.00169
2457554.5256829 0.12315 0.00158
2457554.5274421 0.12226 0.00228
2457554.5292477 0.12212 0.00176
2457554.5591319 99.99999 9.99999
2457554.5626505 99.99999 9.99999
