2457988.3832149	-0.30389	0.00243
2457988.3833787	-0.30767	0.00241
2457988.383527	-0.30071	0.00242
2457988.3836716	-0.30933	0.00237
2457988.3838068	-0.29375	0.00241
2457988.3840168	-0.30362	0.00247
2457988.3841459	-0.30165	0.00238
2457988.3842752	-0.30431	0.00239
2457988.3844068	-0.30226	0.00243
2457988.3845539	-0.29779	0.0025
2457988.3846984	-0.29876	0.00244
2457988.3848537	-0.29835	0.00249
2457988.3849975	-0.30313	0.00238
2457988.3851267	-0.3041	0.00246
2457988.3852786	-0.29954	0.00242
2457988.3854125	-0.30784	0.00243
2457988.3855691	-0.30097	0.00242
2457988.3856993	-0.29859	0.00241
2457988.3858347	-0.3084	0.00238
2457988.3859686	-0.30423	0.00248
2457988.3860976	-0.28889	0.00241
2457988.3863079	-0.30064	0.00243
2457988.3864581	-0.29831	0.00245
2457988.3865851	-0.29958	0.00242
2457988.3867551	-0.28926	0.00246
2457988.3868888	-0.30065	0.00241
2457988.3870181	-0.29813	0.00239
2457988.3871477	-0.29911	0.00248
2457988.3872964	-0.29597	0.00243
2457988.3874304	-0.30004	0.00243
2457988.3875929	-0.294	0.00239
2457988.3877269	-0.29383	0.00246
2457988.3878598	-0.29127	0.00243
2457988.3879898	-0.29874	0.00248
2457988.3881179	-0.29547	0.00246
2457988.3882476	-0.29603	0.00248
2457988.3883814	-0.29948	0.00239
2457988.3885821	-0.29807	0.00246
2457988.3888568	-0.30982	0.0024
2457988.3890675	-0.3068	0.00242
2457988.3892012	-0.30554	0.00241
2457988.3893296	-0.30542	0.00243
2457988.3895148	-0.30813	0.00242
2457988.3896668	-0.3038	0.00242
2457988.3898123	-0.30273	0.0024
2457988.3899579	-0.29451	0.00241
2457988.3900921	-0.28912	0.00239
2457988.3902207	-0.30299	0.0024
2457988.3903535	-0.29771	0.00242
2457988.3904975	-0.31468	0.00239
2457988.3906306	-0.29128	0.00244
2457988.390765	-0.30348	0.00238
2457988.3909444	-0.30973	0.00237
2457988.3910738	-0.29403	0.00246
2457988.3912082	-0.30871	0.00241
2457988.3913369	-0.29104	0.00242
2457988.3914698	-0.29437	0.00246
2457988.3916035	-0.30775	0.0024
2457988.3917368	-0.29176	0.00242
2457988.3918801	-0.30375	0.00242
2457988.3920237	-0.2995	0.00239
2457988.3921584	-0.30195	0.00245
2457988.3923193	-0.29387	0.00244
2457988.3924551	-0.30603	0.00242
2457988.3925828	-0.29432	0.00243
2457988.3927656	-0.29455	0.00249
2457988.3929213	-0.30865	0.0025
2457988.3930561	-0.30055	0.0025
2457988.3931896	-0.30393	0.00248
2457988.3933237	-0.29312	0.00247
2457988.3934539	-0.30083	0.0024
2457988.3935884	-0.28631	0.00246
2457988.3937473	-0.29909	0.00247
2457988.3938814	-0.29183	0.00245
2457988.3940324	-0.30602	0.0024
2457988.3941686	-0.28678	0.00247
2457988.3943023	-0.29358	0.0024
2457988.3944273	-0.30926	0.00242
2457988.394651	-0.29269	0.00248
2457988.3947829	-0.30419	0.00248
2457988.3949329	-0.29518	0.00244
2457988.3950782	-0.30911	0.00241
2457988.3952146	-0.30418	0.00239
2457988.3954056	-0.29551	0.00245
2457988.3955391	-0.29666	0.00238
2457988.3956911	-0.31501	0.00238
2457988.3958259	-0.29701	0.0024
2457988.3959524	-0.30215	0.00242
2457988.3961103	-0.30458	0.00241
2457988.396267	-0.30113	0.0024
2457988.396403	-0.30423	0.00243
2457988.3965321	-0.2905	0.00251
2457988.3966671	-0.29519	0.0024
2457988.3968196	-0.29309	0.00241
2457988.3969547	-0.2927	0.00244
2457988.3970833	-0.29735	0.00245
2457988.3972113	-0.29949	0.00242
2457988.3973443	-0.28885	0.0024
2457988.3974794	-0.29356	0.00244
2457988.3976141	-0.28574	0.00244
2457988.3977498	-0.301	0.00245
2457988.3978846	-0.29917	0.00246
2457988.3980365	-0.29576	0.00247
2457988.3981719	-0.30122	0.00239
2457988.398305	-0.30191	0.00248
2457988.3984389	-0.29487	0.00244
2457988.3985753	-0.29639	0.00241
2457988.3987104	-0.29042	0.00249
2457988.3988603	-0.29943	0.0025
2457988.3989959	-0.29971	0.00239
2457988.3991311	-0.29871	0.00238
2457988.3992653	-0.29906	0.00246
2457988.3994616	-0.29583	0.00244
2457988.3995947	-0.30359	0.00242
2457988.3997302	-0.30338	0.00243
2457988.3998648	-0.29778	0.00248
2457988.4000229	-0.304	0.00252
2457988.4001553	-0.28876	0.0024
2457988.4002907	-0.29377	0.00242
2457988.4004256	-0.29906	0.00241
2457988.4005534	-0.30458	0.00243
2457988.4006998	-0.29332	0.00242
2457988.4009014	-0.30755	0.00241
2457988.4010278	-0.30393	0.0024
2457988.4012522	-0.29398	0.00247
2457988.4013863	-0.29499	0.00243
2457988.4015155	-0.30072	0.00246
2457988.4016447	-0.28751	0.00249
2457988.4017778	-0.28824	0.00244
2457988.4019125	-0.29581	0.00246
2457988.4020484	-0.30054	0.00243
2457988.4021844	-0.29365	0.00245
2457988.4023189	-0.29635	0.00243
2457988.4024491	-0.29238	0.00244
2457988.4025968	-0.30003	0.00244
2457988.4027248	-0.29727	0.00245
2457988.40286	-0.29169	0.00245
2457988.4029931	-0.2952	0.00242
2457988.4031346	-0.29212	0.00242
2457988.4032749	-0.29501	0.00242
2457988.40341	-0.30393	0.00243
2457988.4035444	-0.30289	0.00242
2457988.4037561	-0.30089	0.00241
2457988.4038846	-0.29511	0.00248
2457988.4040199	-0.29676	0.00245
2457988.4041766	-0.2943	0.00244
2457988.4043442	-0.29591	0.00249
2457988.4044888	-0.2971	0.00243
2457988.4046725	-0.29231	0.00247
2457988.4048076	-0.30078	0.00242
2457988.4049745	-0.29486	0.00243
2457988.4051066	-0.29014	0.00246
2457988.4052478	-0.30832	0.00241
2457988.4054148	-0.30045	0.0024
2457988.4055501	-0.29878	0.00242
2457988.4056852	-0.31116	0.00239
2457988.4058618	-0.29489	0.00242
2457988.4060492	-0.298	0.00247
2457988.4062185	-0.30602	0.00239
2457988.4063456	-0.29844	0.00244
2457988.4065569	-0.30372	0.00243
2457988.4066924	-0.29376	0.00237
2457988.4068218	-0.30063	0.00243
2457988.4069565	-0.30531	0.00243
2457988.40709	-0.2948	0.00244
2457988.4072193	-0.30265	0.00247
2457988.4073699	-0.29698	0.0025
2457988.4075208	-0.29308	0.0024
2457988.4076656	-0.3017	0.00241
2457988.4078112	-0.29663	0.00242
2457988.407994	-0.30435	0.00239
2457988.4081431	-0.30986	0.00234
2457988.4084687	-0.29602	0.00244
2457988.4086024	-0.3054	0.00239
2457988.4087626	-0.28701	0.0024
2457988.4091519	-0.29458	0.00244
2457988.4095507	-0.29324	0.00241
2457988.4097942	-0.30064	0.00243
2457988.4099289	-0.30792	0.00242
2457988.4100633	-0.30479	0.00242
2457988.4101975	-0.30839	0.00241
2457988.4104313	-0.31001	0.0024
2457988.4106204	-0.29655	0.00246
2457988.4107573	-0.30256	0.00241
2457988.4109058	-0.30173	0.00245
2457988.4110487	-0.29889	0.00246
2457988.4111782	-0.29629	0.00246
2457988.4113089	-0.29238	0.00244
2457988.4114443	-0.29405	0.00242
2457988.411578	-0.29458	0.00242
2457988.4117341	-0.3021	0.00243
2457988.4118685	-0.29541	0.00247
2457988.4120297	-0.2863	0.00241
2457988.4121642	-0.29752	0.00249
2457988.4123071	-0.29912	0.00244
2457988.4125667	-0.3	0.0024
2457988.4127458	-0.28653	0.00239
2457988.4129372	-0.28696	0.00241
2457988.4131177	-0.29332	0.00248
2457988.4132448	-0.29626	0.00247
2457988.4133821	-0.29798	0.00246
2457988.4135803	-0.29311	0.00248
2457988.4137403	-0.29836	0.00242
2457988.4138904	-0.3034	0.00238
2457988.4140263	-0.29091	0.00243
2457988.4141612	-0.29701	0.00246
2457988.4142913	-0.29683	0.00242
2457988.4144266	-0.29767	0.0024
2457988.4146295	-0.30151	0.00243
2457988.4147624	-0.28121	0.00252
2457988.4149056	-0.30584	0.00241
2457988.415099	-0.28782	0.00247
2457988.4152431	-0.30135	0.00246
2457988.4153794	-0.29648	0.00242
2457988.4155405	-0.29496	0.00247
2457988.4156719	-0.29317	0.0025
2457988.4158924	-0.29864	0.00249
2457988.4160664	-0.28817	0.00248
2457988.4161958	-0.2882	0.00244
2457988.4163322	-0.29692	0.00248
2457988.4164734	-0.30264	0.00247
2457988.4166697	-0.29376	0.00245
2457988.4168867	-0.29401	0.00244
2457988.4170221	-0.29093	0.00246
2457988.4171575	-0.28752	0.00246
2457988.4174074	-0.28611	0.00247
2457988.4178089	-0.29002	0.00241
2457988.4182197	-0.28195	0.00248
2457988.4186321	-0.28637	0.00243
2457988.4190183	-0.28598	0.00247
2457988.4194112	-0.29623	0.00244
2457988.4198178	-0.27887	0.00245
2457988.4202125	-0.28204	0.00249
2457988.420633	-0.27196	0.00248
2457988.4210566	-0.27967	0.00247
2457988.4214845	-0.28408	0.00243
2457988.4219083	-0.28531	0.00246
2457988.4223472	-0.27908	0.0025
2457988.4227345	-0.27722	0.00312
2457988.4276581	-0.275463772727273	0.00343
2457988.4277916	-0.286483772727273	0.00342
2457988.4279103	-0.276413772727273	0.00346
2457988.4280302	-0.286023772727273	0.00345
2457988.4281633	-0.284143772727273	0.00343
2457988.4283009	-0.279703772727273	0.00343
2457988.4284187	-0.286503772727273	0.00341
2457988.4285528	-0.284103772727273	0.00347
2457988.4286701	-0.285493772727273	0.00345
2457988.4288259	-0.286873772727273	0.00346
2457988.4289456	-0.286093772727273	0.00351
2457988.4290648	-0.279073772727273	0.00342
2457988.4291841	-0.287433772727273	0.00346
2457988.4293082	-0.283563772727273	0.00343
2457988.4294273	-0.275463772727273	0.00345
2457988.4295459	-0.289073772727273	0.0035
2457988.4296649	-0.277903772727273	0.00346
2457988.4297848	-0.277353772727273	0.00349
2457988.4299406	-0.275953772727273	0.00347
2457988.4300582	-0.285623772727273	0.00337
