JD V-C s1
2458673.3786690 0.33499 0.00543
2458673.3867130 0.34243 0.00442
2458673.3882060 0.34870 0.00448
2458673.3911806 0.33735 0.00491
2458673.3926736 0.34986 0.00453
2458673.3941551 0.34902 0.00495
2458673.3956481 0.33495 0.00484
2458673.3971412 0.35734 0.00474
2458673.3986227 0.33699 0.00426
2458673.4001157 0.33619 0.00421
2458673.4016088 0.34726 0.00467
2458673.4031019 0.34805 0.00434
2458673.4045949 0.34231 0.00448
2458673.4060764 0.33600 0.00688
2458673.4075694 0.35639 0.00759
2458673.4090509 0.32881 0.00821
2458673.4105440 0.33530 0.00710
2458673.4120370 0.31243 0.03198
2458673.4135301 0.34290 0.00954
2458673.4150116 0.34366 0.00571
2458673.4165046 0.35826 0.00415
2458673.4179977 0.35991 0.00501
2458673.4194792 0.36104 0.00433
2458673.4209722 0.36028 0.00407
2458673.4224653 0.36727 0.00393
2458673.4239468 0.36182 0.00389
2458673.4254398 0.37589 0.00520
2458673.4269329 0.36789 0.00870
2458673.4284144 0.39096 0.01595
2458673.4299074 0.38272 0.01528
2458673.4313889 0.37444 0.00537
2458673.4328819 0.37780 0.00454
2458673.4343750 0.36507 0.00420
2458673.4358681 0.36609 0.00393
2458673.4373495 0.36515 0.00435
2458673.4388426 0.37700 0.00429
2458673.4403241 0.36964 0.00401
2458673.4418171 0.37067 0.00388
2458673.4433102 0.38253 0.00368
2458673.4447917 0.36412 0.00379
2458673.4477778 0.38771 0.00372
2458673.4492593 0.38114 0.00412
2458673.4507523 0.37450 0.00369
2458673.4522454 0.38189 0.00351
2458673.4537269 0.37750 0.00361
2458673.4552199 0.37014 0.00337
2458673.4567014 0.37863 0.00367
2458673.4581944 0.37270 0.00362
2458673.4596875 0.36844 0.00382
2458673.4611690 0.37885 0.00385
2458673.4626620 0.37089 0.00371
2458673.4641551 0.36875 0.00375
2458673.4656366 0.38023 0.00366
2458673.4671296 0.38536 0.00364
2458673.4686227 0.37635 0.00360
2458673.4701042 0.37376 0.00356
2458673.4715972 0.37241 0.00374
2458673.4730787 0.38170 0.00428
2458673.4745718 0.36535 0.00416
2458673.4760648 0.36688 0.00378
2458673.4775579 0.36937 0.00369
2458673.4790394 0.37141 0.00384
2458673.4805324 0.37749 0.00370
2458673.4820139 0.36485 0.00367
2458673.4835069 0.36187 0.00363
2458673.4850000 0.37394 0.00384
2458673.4864931 0.36805 0.00353
2458673.4879745 0.36019 0.00350
2458673.4894676 0.36394 0.00369
2458673.4909491 0.36835 0.00365
2458673.4924421 0.36238 0.00372
2458673.4939236 0.34547 0.00338
2458673.4954167 0.35013 0.00360
2458673.4969097 0.34794 0.00365
2458673.4983912 0.34533 0.00340
2458673.4998843 0.35058 0.00354
2458673.5013773 0.33874 0.00378
2458673.5043519 0.33709 0.00357
2458673.5058333 0.33564 0.00366
2458673.5073264 0.33877 0.00369
2458673.5088194 0.32448 0.00387
2458673.5117940 0.33770 0.00368
2458673.5132870 0.33576 0.00369
2458673.5147685 0.34171 0.00352
2458673.5162616 0.34254 0.00361
2458673.5177431 0.33121 0.00335
2458673.5192361 0.33625 0.00358
2458673.5207292 0.34663 0.00347
2458673.5222222 0.33875 0.00378
2458673.5237037 0.33097 0.00370
