JD V-C s1
Aperture: 6, Filter: LNIR, JD: geocentric
2458003.39676 0.21072 0.00152
2458003.39602 0.21148 0.00157
2458003.39527 0.20899 0.00144
2458003.39452 0.21095 0.00146
2458003.39377 0.21173 0.00150
2458003.39152 0.21265 0.00151
2458003.39078 0.20847 0.00153
2458003.39003 0.20812 0.00146
2458003.38928 0.20804 0.00141
2458003.38853 0.20925 0.00141
2458003.38778 0.20934 0.00141
2458003.38703 0.21271 0.00138
2458003.38628 0.21147 0.00136
2458003.38553 0.21140 0.00140
2458003.38479 0.21206 0.00137
2458003.38404 0.21479 0.00138
2458003.38329 0.21223 0.00138
2458003.38254 0.21630 0.00139
2458003.38179 0.21595 0.00139
2458003.38104 0.21959 0.00136
2458003.38030 0.21977 0.00138
2458003.37955 0.21733 0.00135
2458003.37880 0.21877 0.00137
2458003.37805 0.21974 0.00135
2458003.37655 0.22582 0.00134
2458003.37581 0.22725 0.00133
2458003.37506 0.21969 0.00137
2458003.37431 0.22050 0.00136
2458003.37356 0.22766 0.00132
2458003.37281 0.22510 0.00130
2458003.37206 0.22845 0.00132
2458003.37132 0.22419 0.00138
2458003.37057 0.22552 0.00135
2458003.36982 0.22405 0.00131
2458003.36907 0.22722 0.00133
2458003.36832 0.22614 0.00133
2458003.36757 0.22921 0.00130
2458003.36683 0.22776 0.00130
2458003.36608 0.22591 0.00132
2458003.36533 0.22762 0.00133
2458003.36458 0.22960 0.00134
2458003.36383 0.22592 0.00130
2458003.36308 0.22675 0.00132
2458003.36234 0.22634 0.00134
2458003.36159 0.22882 0.00129
2458003.36084 0.22520 0.00133
2458003.36009 0.22743 0.00128
2458003.35934 0.22651 0.00130
2458003.35860 0.22502 0.00128
2458003.35785 0.22582 0.00130
2458003.35710 0.23099 0.00131
2458003.35635 0.22732 0.00129
2458003.35560 0.22622 0.00128
2458003.35485 0.22501 0.00128
2458003.35410 0.22503 0.00130
2458003.35335 0.22454 0.00134
2458003.35261 0.22452 0.00132
2458003.35111 0.22923 0.00132
2458003.35036 0.22573 0.00129
2458003.34886 0.22222 0.00133
2458003.34812 0.22469 0.00132
2458003.34737 0.22177 0.00133
2458003.34662 0.22487 0.00130
2458003.34587 0.22573 0.00132
2458003.34512 0.22624 0.00158
2458003.34437 0.22818 0.00136
2458003.34363 0.22731 0.00134
2458003.34288 0.22809 0.00131
2458003.34213 0.22955 0.00134
2458003.34138 0.22733 0.00130
2458003.34063 0.22604 0.00129
2458003.33988 0.22645 0.00133
2458003.33913 0.22769 0.00134
2458003.33838 0.22579 0.00137
2458003.33614 0.23094 0.00134
2458003.33539 0.22751 0.00131
2458003.33464 0.22736 0.00132
2458003.33389 0.22654 0.00132
2458003.33314 0.22837 0.00133
2458003.33240 0.22311 0.00131
2458003.33165 0.22602 0.00134
2458003.33090 0.22770 0.00131
2458003.33015 0.22865 0.00132
2458003.32940 0.22875 0.00127
2458003.32866 0.22935 0.00129
2458003.32791 0.22241 0.00133
2458003.32716 0.22754 0.00131
2458003.32641 0.22683 0.00129
2458003.32566 0.22712 0.00131
2458003.32417 0.22556 0.00132
2458003.32342 0.22246 0.00128
2458003.32267 0.22789 0.00128
2458003.32192 0.22215 0.00129
2458003.32117 0.22439 0.00130
2458003.32043 0.22540 0.00131
2458003.31968 0.22329 0.00130
2458003.31893 0.22581 0.00127
2458003.31818 0.22261 0.00128
2458003.31743 0.22435 0.00132
2458003.31669 0.22684 0.00128
2458003.31594 0.22298 0.00132
2458003.31519 0.22140 0.00134
2458003.31444 0.22456 0.00134
2458003.31369 0.22417 0.00134
2458003.31294 0.22273 0.00131
2458003.31219 0.22241 0.00130
2458003.31145 0.22364 0.00135
2458003.31070 0.22417 0.00137
2458003.30995 0.22051 0.00140
2458003.30920 0.21962 0.00140
2458003.30845 0.22407 0.00135
2458003.30770 0.22340 0.00137
2458003.30695 0.21999 0.00134
2458003.30620 0.21990 0.00135
2458003.30545 0.22119 0.00130
2458003.30470 0.22390 0.00135
2458003.30395 0.21962 0.00132
2458003.30320 0.21740 0.00131
2458003.30246 0.21899 0.00132
2458003.30171 0.21730 0.00134
2458003.30096 0.21962 0.00129
2458003.30021 0.21744 0.00131
2458003.29947 0.21467 0.00135
2458003.29872 0.21328 0.00134
2458003.29797 0.20950 0.00135
2458003.29722 0.20623 0.00135
2458003.29647 0.20998 0.00137
2458003.29572 0.20916 0.00143
2458003.29497 0.20922 0.00144
2458003.29423 0.21066 0.00146
2458003.29348 0.20334 0.00145
2458003.29273 0.20631 0.00148
2458003.29198 0.20422 0.00150
2458003.29123 0.20284 0.00159
2458003.28973 0.20306 0.00168
2458003.28898 0.20417 0.00168
2458003.28823 0.20535 0.00184
2458003.28748 0.20758 0.00180
2458003.28673 0.20767 0.00192
2458003.28597 0.20399 0.00207
2458003.28522 0.20566 0.00230
