JD V-C S1
Aperture: 13, Filter: C, JD:geocentric
2458518.2810	1.188537	0.002538
2458518.2820	1.191069	0.002616
2458518.2830	1.186974	0.002741
2458518.2830	1.187149	0.002773
2458518.2840	1.190118	0.002712
2458518.2850	1.186232	0.002701
2458518.2860	1.189006	0.002511
2458518.2870	1.192509	0.002395
2458518.2880	1.187627	0.00242
2458518.2880	1.189505	0.002463
2458518.2890	1.196792	0.002479
2458518.2900	1.188543	0.00246
2458518.2910	1.187858	0.002499
2458518.2920	1.18887	        0.002548
2458518.2930	1.18687	        0.002442
2458518.2930	1.192563	0.002435
2458518.2940	1.189798	0.002427
2458518.2950	1.186017	0.002415
2458518.2960	1.190385	0.00239
2458518.2970	1.186833	0.002449
2458518.2970	1.190105	0.002542
2458518.2980	1.1904	        0.002572
2458518.2990	1.192713	0.002497
2458518.3000	1.187327	0.0026
2458518.3010	1.195336	0.002592
2458518.3020	1.192449	0.002581
2458518.3020	1.191244	0.002508
2458518.3030	1.196918	0.002572
2458518.3040	1.200561	0.002557
2458518.3050	1.201839	0.002554
2458518.3060	1.195796	0.002578
2458518.3060	1.191758	0.002619
2458518.3070	1.201466	0.002649
2458518.3080	1.201998	0.002665
2458518.3090	1.208796	0.00265
2458518.3100	1.205385	0.00274
2458518.3110	1.20696	        0.002788
2458518.3110	1.207319	0.002682
2458518.3120	1.212152	0.002644
2458518.3130	1.209802	0.002634
2458518.3140	1.212319	0.002678
2458518.3150	1.214111	0.002612
2458518.3160	1.207412	0.002537
2458518.3160	1.21193	        0.002467
2458518.3170	1.208409	0.002441
2458518.3180	1.213953	0.002453
2458518.3190	1.214966	0.002442
2458518.3200	1.213107	0.002448
2458518.3200	1.213535	0.002515
2458518.3210	1.21652	        0.002573
2458518.3220	1.214083	0.002637
2458518.3230	1.219997	0.002751
2458518.3240	1.217965	0.002732
2458518.3250	1.220842	0.002601
2458518.3250	1.212235	0.00257
2458518.3260	1.219882	0.002511
2458518.3270	1.217701	0.002663
2458518.3280	1.215825	0.002718
2458518.3290	1.215037	0.002619
2458518.3300	1.220962	0.002585
2458518.3300	1.215235	0.002486
2458518.3310	1.223421	0.002472
2458518.3320	1.220513	0.002505
2458518.3330	1.215061	0.002471
2458518.3340	1.212725	0.002486
2458518.3340	1.219253	0.002471
2458518.3350	1.218322	0.002349
2458518.3360	1.221413	0.002355
2458518.3370	1.219148	0.002393
2458518.3380	1.218852	0.0024
2458518.3390	1.216804	0.002334
2458518.3390	1.218644	0.002349
2458518.3400	1.217001	0.002287
2458518.3410	1.217811	0.002304
2458518.3420	1.220037	0.0023
2458518.3430	1.224731	0.002304
2458518.3440	1.22017	        0.002267
2458518.3440	1.218917	0.00225
2458518.3450	1.222616	0.002259
2458518.3460	1.213859	0.00225
2458518.3470	1.224766	0.002274
2458518.3480	1.217134	0.002242
2458518.3510	1.224276	0.002239
2458518.3520	1.215405	0.002206
2458518.3520	1.221221	0.002256
2458518.3530	1.219409	0.002242
2458518.3540	1.21682	        0.002286
2458518.3550	1.220376	0.002265
2458518.3560	1.21926	        0.002282
2458518.3560	1.222207	0.002293
2458518.3570	1.221801	0.002264
2458518.3580	1.224494	0.002265
2458518.3590	1.218748	0.00228
2458518.3600	1.222982	0.002274
2458518.3610	1.219989	0.002224
2458518.3610	1.224727	0.002217
2458518.3620	1.223241	0.002213
2458518.3630	1.221116	0.002203
2458518.3640	1.216593	0.002231
2458518.3650	1.221284	0.002228
2458518.3650	1.219478	0.002232
2458518.3660	1.219048	0.002218
2458518.3670	1.21953	        0.002248
2458518.3680	1.221814	0.002237
2458518.3690	1.219203	0.002255
2458518.3700	1.219918	0.002241
2458518.3700	1.213009	0.00226
2458518.3710	1.219644	0.002264
2458518.3720	1.218648	0.002257
2458518.3730	1.217678	0.002273
2458518.3740	1.214622	0.002297
2458518.3750	1.214722	0.00226
2458518.3750	1.222781	0.002265
2458518.3760	1.217925	0.002225
2458518.3770	1.218021	0.002241
2458518.3780	1.214675	0.002223
2458518.3790	1.218795	0.002223
2458518.3790	1.224325	0.002263
2458518.3800	1.216177	0.00226
2458518.3810	1.218068	0.002262
2458518.3820	1.225863	0.002282
2458518.3830	1.222559	0.002283
2458518.3840	1.220647	0.00228
2458518.3840	1.21592	        0.002273
2458518.3850	1.223396	0.002292
2458518.3860	1.227295	0.002304
2458518.3870	1.227044	0.002324
2458518.3880	1.217668	0.002316
2458518.3890	1.210465	0.002329
2458518.3890	1.219454	0.002361
2458518.3900	1.218502	0.002403
2458518.3910	1.215492	0.002388
2458518.3920	1.223135	0.002383
2458518.3930	1.218789	0.002383
2458518.3930	1.213881	0.002428
2458518.3940	1.221362	0.002429
2458518.3950	1.219522	0.002411
2458518.3960	1.212775	0.002366
2458518.3970	1.220691	0.002344
2458518.3980	1.21852	        0.002368
2458518.3980	1.219732	0.002455
2458518.3990	1.215257	0.00248
2458518.4000	1.230887	0.002431
2458518.4010	1.214916	0.002427
2458518.4020	1.218529	0.0025
2458518.4030	1.216157	0.002493
2458518.4030	1.22477	        0.002543
2458518.4040	1.219612	0.002527
2458518.4050	1.218289	0.002509
2458518.4060	1.207312	0.002453
2458518.4070	1.212967	0.0024
2458518.4070	1.221111	0.002406
2458518.4080	1.222011	0.002436
2458518.4090	1.21562	        0.002491
2458518.4100	1.218216	0.002502
2458518.4110	1.215284	0.00246
2458518.4120	1.212262	0.002493
2458518.4120	1.203382	0.002517
2458518.4130	1.214916	0.002668
2458518.4140	1.20007	        0.00265
2458518.4180	1.196169	0.002655
2458518.4180	1.212159	0.002797
2458518.4190	1.211287	0.0028
2458518.4200	1.191878	0.002752
2458518.4210	1.198706	0.002742
2458518.4220	1.200796	0.002736
2458518.4220	1.205099	0.002777
2458518.4230	1.20511	        0.002744
2458518.4240	1.191395	0.002665
2458518.4250	1.205155	0.002691
2458518.4260	1.202878	0.002689
2458518.4270	1.204109	0.00279
2458518.4270	1.19816	        0.002716
2458518.4280	1.199778	0.002658
2458518.4290	1.186974	0.002621
2458518.4300	1.198373	0.002777
2458518.4310	1.18688	        0.002958
2458518.4320	1.180289	0.002927
2458518.4320	1.199115	0.002905
2458518.4330	1.205632	0.002969
2458518.4340	1.193595	0.003261
2458518.4350	1.189403	0.003313
2458518.4360	1.192855	0.003417
2458518.4360	1.201004	0.003491
2458518.4370	1.19596	        0.003052
2458518.4380	1.200506	0.003001
2458518.4390	1.198145	0.003003
2458518.4400	1.19358	        0.002903
2458518.4410	1.179705	0.002919
2458518.4410	1.190565	0.002882
2458518.4420	1.199186	0.002809
2458518.4450	1.182264	0.002987
2458518.4460	1.192566	0.002998
2458518.4470	1.201051	0.002965
2458518.4470	1.208735	0.003024
2458518.4480	1.204293	0.00311
2458518.4490	1.19357	        0.003075
2458518.4500	1.197832	0.003323
2458518.4510	1.192124	0.003748
2458518.4510	1.197403	0.003979
2458518.4520	1.202578	0.004284
2458518.4530	1.208582	0.004738
2458518.4540	1.209216	0.004586
2458518.4550	1.203041	0.0044
2458518.4560	1.195382	0.004579
2458518.4560	1.19177	        0.004749
2458518.4570	1.192286	0.004993
2458518.4580	1.187163	0.004709
2458518.4590	1.194636	0.004605
2458518.4600	1.190285	0.005061
2458518.4610	1.195244	0.005629
2458518.4610	1.186619	0.005857
2458518.4620	1.207013	0.005806
2458518.4630	1.197488	0.006207
2458518.4640	1.215046	0.006212
