JD V-C s1
2458413.2834491 0.49669 0.00104
2458413.2826968 0.49999 0.00097
2458413.2819560 0.49737 0.00105
2458413.2812153 0.49889 0.00100
2458413.2804630 0.50043 0.00098
2458413.2797106 0.50157 0.00093
2458413.2789699 0.50118 0.00098
2458413.2782292 0.50306 0.00097
2458413.2774769 0.49925 0.00097
2458413.2767361 0.49964 0.00096
2458413.2759954 0.50092 0.00097
2458413.2752431 0.50215 0.00094
2458413.2745023 0.49895 0.00095
2458413.2737616 0.50096 0.00096
2458413.2722685 0.50045 0.00095
2458413.2715278 0.49897 0.00097
2458413.2707870 0.50201 0.00097
2458413.2700347 0.50032 0.00096
2458413.2692940 0.49853 0.00098
2458413.2685532 0.50096 0.00094
2458413.2678009 0.49925 0.00098
2458413.2670602 0.49926 0.00098
2458413.2663194 0.49863 0.00096
2458413.2655671 0.49945 0.00097
2458413.2648264 0.49813 0.00096
2458413.2640856 0.49821 0.00146
2458413.2633333 0.49555 0.00099
2458413.2625926 0.49685 0.00094
2458413.2618519 0.49013 0.00152
2458413.2610995 0.49138 0.00127
2458413.2603588 0.49136 0.00101
2458413.2596181 0.49088 0.00110
2458413.2588773 0.49144 0.00103
2458413.2581366 0.48647 0.00099
2458413.2573958 0.48801 0.00105
2458413.2566435 0.48714 0.00106
2458413.2559028 0.48319 0.00108
2458413.2551620 0.48487 0.00098
2458413.2544213 0.48627 0.00096
2458413.2536690 0.48498 0.00096
2458413.2529282 0.48574 0.00095
2458413.2521875 0.48216 0.00103
2458413.2514468 0.48464 0.00101
2458413.2506944 0.48440 0.00102
2458413.2499537 0.48435 0.00097
2458413.2492130 0.48266 0.00097
2458413.2484606 0.47992 0.00100
2458413.2477199 0.48347 0.00101
2458413.2469792 0.48275 0.00103
2458413.2462269 0.48189 0.00099
2458413.2454861 0.48107 0.00116
2458413.2447454 0.48331 0.00106
2458413.2440046 0.48252 0.00107
2458413.2432523 0.48432 0.00103
2458413.2425116 0.47928 0.00134
2458413.2417708 0.47971 0.00115
2458413.2410301 0.48461 0.00109
2458413.2402778 0.48271 0.00111
2458413.2395370 0.48217 0.00120
2458413.2387847 0.48278 0.00119
2458413.2380324 0.48373 0.00125
2458413.2372917 0.48068 0.00124
2458413.2357870 0.48294 0.00137
2458413.2350463 0.48077 0.00140
2458413.2342940 0.48455 0.00148
2458413.2335532 0.48279 0.00163
2458413.2328009 0.48266 0.00168
2458413.3341088 0.49645 0.00133
2458413.3348611 0.50022 0.00115
2458413.3356019 0.49467 0.00108
2458413.3363426 0.49522 0.00109
2458413.3370949 0.49552 0.00114
2458413.3378356 0.49333 0.00113
2458413.3385764 0.49464 0.00111
2458413.3393287 0.49740 0.00107
2458413.3400694 0.49166 0.00107
2458413.3408102 0.49424 0.00105
2458413.3415625 0.49281 0.00109
2458413.3423032 0.48921 0.00110
2458413.3430440 0.48883 0.00107
2458413.3438079 0.49105 0.00107
2458413.3445602 0.48513 0.00109
2458413.3453009 0.48874 0.00110
2458413.3460417 0.48768 0.00109
2458413.3467940 0.48708 0.00110
2458413.3475347 0.48600 0.00117
2458413.3482755 0.48699 0.00109
2458413.3497685 0.48599 0.00108
2458413.3505093 0.48952 0.00108
2458413.3512500 0.48875 0.00107
2458413.3520023 0.48938 0.00108
2458413.3527431 0.48736 0.00110
2458413.3534954 0.48661 0.00107
2458413.3542361 0.49061 0.00112
2458413.3549769 0.48979 0.00111
2458413.3572222 0.48590 0.00120
2458413.3579630 0.48789 0.00119
2458413.3587153 0.49021 0.00116
2458413.3594560 0.48961 0.00108
2458413.3601968 0.49168 0.00108
2458413.3616898 0.48763 0.00112
2458413.3624306 0.48891 0.00112
2458413.3631713 0.49150 0.00110
