JD V-C s1
Aperture: 8, Filter: LNIR, JD: geocentric
2458413.3333681 0.49573 0.00111
2458413.3326157 0.49869 0.00120
2458413.3318750 0.49515 0.00138
2458413.3311343 0.49533 0.00138
2458413.3303819 0.49790 0.00147
2458413.3296412 0.49420 0.00131
2458413.3288889 0.49639 0.00121
2458413.3281366 0.50007 0.00118
2458413.3273843 0.49651 0.00114
2458413.3266435 0.49288 0.00161
2458413.3258912 0.49684 0.00153
2458413.3251505 0.50159 0.00134
2458413.3244097 0.50018 0.00118
2458413.3236574 0.49259 0.00133
2458413.3229167 0.49646 0.00141
2458413.3221759 0.49679 0.00126
2458413.3214352 0.49958 0.00125
2458413.3206829 0.49569 0.00138
2458413.3199421 0.49514 0.00118
2458413.3192014 0.49452 0.00121
2458413.3184491 0.49697 0.00146
2458413.3177083 0.49936 0.00109
2458413.3169676 0.49895 0.00109
2458413.3162153 0.49686 0.00115
2458413.3154745 0.49422 0.00125
2458413.3147222 0.49628 0.00112
2458413.3139815 0.49447 0.00110
2458413.3132407 0.49629 0.00109
2458413.3124884 0.49739 0.00118
2458413.3117477 0.49525 0.00128
2458413.3102546 0.49496 0.00137
2458413.3087731 0.49821 0.00110
2458413.3080208 0.49657 0.00108
2458413.3072801 0.50013 0.00103
2458413.3065394 0.50084 0.00099
2458413.3057870 0.50032 0.00100
2458413.3050463 0.50054 0.00099
2458413.3042940 0.50170 0.00103
2458413.3035532 0.49887 0.00101
2458413.3028125 0.49838 0.00099
2458413.3020718 0.50075 0.00102
2458413.3013194 0.49791 0.00100
2458413.3005787 0.49757 0.00097
2458413.2998380 0.49883 0.00099
2458413.2990856 0.49971 0.00104
2458413.2983449 0.49889 0.00105
2458413.2976042 0.50138 0.00102
2458413.2961111 0.50086 0.00099
2458413.2953704 0.49848 0.00101
2458413.2946181 0.50196 0.00097
2458413.2938773 0.50009 0.00101
2458413.2931366 0.50164 0.00102
2458413.2923843 0.49661 0.00102
2458413.2909028 0.49868 0.00096
2458413.2901505 0.50351 0.00099
2458413.2894097 0.50102 0.00103
2458413.2886690 0.50003 0.00099
2458413.2879167 0.49969 0.00100
2458413.2871759 0.50179 0.00097
2458413.2864352 0.49890 0.00097
2458413.2856829 0.50187 0.00098
2458413.2849306 0.50329 0.00097
2458413.2841898 0.49980 0.00097
