2456517.3895370300	-1.3365
2456517.3900462900	-1.3347
2456517.3934837900	-1.3313
2456517.3939814800	-1.3339
2456517.3944791600	-1.334
2456517.3949768500	-1.3333
2456517.3954745300	-1.3333
2456517.3959722200	-1.3454
2456517.3964699000	-1.3427
2456517.3975000000	-1.3484
2456517.3985069400	-1.3527
2456517.3995254600	-1.3454
2456517.4000231400	-1.3436
2456517.4005208300	-1.3456
2456517.4010300900	-1.3464
2456517.4015277700	-1.3435
2456517.4020370300	-1.3529
2456517.4025347200	-1.3385
2456517.4040393500	-1.337
2456517.4045370300	-1.3459
2456517.4050462900	-1.3414
2456517.4055439800	-1.342
2456517.4060532400	-1.3541
2456517.4065624900	-1.3514
2456517.4070601800	-1.3405
2456517.4075578700	-1.3566
2456517.4080671200	-1.3511
2456517.4085648100	-1.3457
2456517.4090624900	-1.3525
2456517.4095601800	-1.3418
2456517.4100694400	-1.3613
2456517.4105671200	-1.3416
2456517.4110763800	-1.3558
2456517.4115856400	-1.353
2456517.4120949000	-1.3556
2456517.4125925900	-1.3448
2456517.4131018500	-1.3533
2456517.4146064800	-1.365
2456517.4151157400	-1.3506
2456517.4166319400	-1.3708
2456517.4206481400	-1.3531
2456517.4216550900	-1.3609
2456517.4221643500	-1.3719
2456517.4226736100	-1.3579
2456517.4231828700	-1.3683
2456517.4236805500	-1.3631
2456517.4241898100	-1.3766
2456517.4246874900	-1.3692
2456517.4251851800	-1.3795
2456517.4256944400	-1.3769
2456517.4261921200	-1.3762
2456517.4266203700	-1.3542
2456517.4271180500	-1.371
2456517.4276157400	-1.3721
2456517.4281134200	-1.3643
2456517.4286111100	-1.3734
2456517.4291087900	-1.3734
2456517.4296064800	-1.3714
2456517.4301041600	-1.3768
2456517.4306134200	-1.3681
2456517.4311226800	-1.3603
2456517.4316319400	-1.3715
2456517.4321296200	-1.3682
2456517.4326273100	-1.3676
2456517.4331365700	-1.3764
2456517.4336342500	-1.3778
2456517.4341435100	-1.3775
2456517.4346412000	-1.3665
2456517.4351504600	-1.3805
2456517.4356481400	-1.3625
2456517.4361458300	-1.3652
2456517.4366435100	-1.3682
2456517.4371412000	-1.373
2456517.4376388800	-1.3649
2456517.4381481400	-1.374
2456517.4386458300	-1.3822
2456517.4391435100	-1.3796
2456517.4396412000	-1.3733
2456517.4401388800	-1.3646
2456517.4406365700	-1.3618
2456517.4411342500	-1.3699
2456517.4416319400	-1.374
2456517.4426273100	-1.3791
2456517.4431365700	-1.367
2456517.4436342500	-1.3674
2456517.4441319400	-1.3562
2456517.4446296200	-1.3771
2456517.4451273100	-1.3696
2456517.4456365700	-1.3622
2456517.4461342500	-1.3684
2456517.4466319400	-1.3607
