2456517.2960879600	-1.4112
2456517.2965856400	-1.4122
2456517.2970949000	-1.401
2456517.2980902700	-1.4088
2456517.2985995300	-1.4071
2456517.2990972200	-1.4078
2456517.2995949000	-1.404
2456517.3000925900	-1.4144
2456517.3005902700	-1.4111
2456517.3010879600	-1.4041
2456517.3015856400	-1.4133
2456517.3020833300	-1.4128
2456517.3025810100	-1.4124
2456517.3030787000	-1.4185
2456517.3035763800	-1.4138
2456517.3040740700	-1.4039
2456517.3050694400	-1.4062
2456517.3055671200	-1.4187
2456517.3060648100	-1.4167
2456517.3065740700	-1.4203
2456517.3070717500	-1.408
2456517.3075694400	-1.4065
2456517.3080671200	-1.4083
2456517.3085648100	-1.407
2456517.3090625000	-1.4095
2456517.3095601800	-1.4072
2456517.3100578700	-1.4138
2456517.3105555500	-1.41
2456517.3110532400	-1.4214
2456517.3115509200	-1.4237
2456517.3120486100	-1.4137
2456517.3125462900	-1.4039
2456517.3130439800	-1.4106
2456517.3135416600	-1.4138
2456517.3140393500	-1.4081
2456517.3145486100	-1.4191
2456517.3150462900	-1.4072
2456517.3155439800	-1.4127
2456517.3160416600	-1.4134
2456517.3165393500	-1.4041
2456517.3170370300	-1.4061
2456517.3175347200	-1.416
2456517.3180324000	-1.4148
2456517.3185300900	-1.411
2456517.3190277700	-1.4169
2456517.3195254600	-1.4062
2456517.3200231400	-1.4075
2456517.3205208300	-1.4127
2456517.3210185100	-1.4011
2456517.3220254600	-1.3998
2456517.3225347200	-1.3908
2456517.3230324000	-1.405
2456517.3235416600	-1.4069
2456517.3240393500	-1.3982
2456517.3245370300	-1.3938
2456517.3250462900	-1.4004
2456517.3255439800	-1.3923
2456517.3260416600	-1.4018
2456517.3265393500	-1.3945
2456517.3270370300	-1.3911
2456517.3275347200	-1.3872
2456517.3280439800	-1.3903
2456517.3285416600	-1.396
2456517.3290393500	-1.396
2456517.3295370300	-1.4013
2456517.3300347200	-1.3938
2456517.3305439800	-1.3917
2456517.3310416600	-1.3968
2456517.3315393500	-1.3926
2456517.3320370300	-1.3874
2456517.3325347200	-1.3828
2456517.3330324000	-1.3907
2456517.3335300900	-1.3686
2456517.3340277700	-1.3868
2456517.3345254600	-1.3705
2456517.3350231400	-1.3736
2456517.3355208300	-1.3624
2456517.3360185100	-1.3722
2456517.3365162000	-1.3709
2456517.3370138800	-1.3616
2456517.3375115700	-1.3744
2456517.3385185100	-1.3672
2456517.3390162000	-1.3627
2456517.3395138800	-1.3729
2456517.3400115700	-1.3701
2456517.3405092500	-1.3575
2456517.3410069400	-1.3701
2456517.3415046200	-1.3607
2456517.3420023100	-1.3701
2456517.3424999900	-1.3573
2456517.3429976800	-1.3738
2456517.3434953700	-1.3762
2456517.3439930500	-1.3693
2456517.3449884200	-1.3659
2456517.3454861100	-1.3617
2456517.3466435100	-1.3734
2456517.3471412000	-1.3605
2456517.3476388800	-1.3604
2456517.3481365700	-1.3506
2456517.3486458300	-1.357
2456517.3491435100	-1.3467
2456517.3496412000	-1.3601
2456517.3501388800	-1.3614
2456517.3506481400	-1.3645
2456517.3511574000	-1.3552
2456517.3516550900	-1.3538
2456517.3521527700	-1.3609
2456517.3526504600	-1.3518
2456517.3531481400	-1.3571
2456517.3536458300	-1.3429
2456517.3541550900	-1.3562
2456517.3551620300	-1.3617
2456517.3556597200	-1.3633
2456517.3561689800	-1.3445
2456517.3566666600	-1.3484
2456517.3571759200	-1.3401
2456517.3576736100	-1.3526
2456517.3581828700	-1.3611
2456517.3586921200	-1.3546
2456517.3592013800	-1.3498
2456517.3597106400	-1.3532
2456517.3602199000	-1.3507
2456517.3607175900	-1.3475
2456517.3612268500	-1.34
2456517.3617245300	-1.3451
2456517.3622337900	-1.3462
2456517.3627430500	-1.3448
2456517.3647685100	-1.3469
2456517.3703240700	-1.3422
2456517.3708217500	-1.3405
2456517.3753009200	-1.3392
2456517.3757986100	-1.3328
2456517.3762962900	-1.3394
