JD V-C s1
Aperture: 8, Filter: LNIR, JD: geocentric
2458357.4387500 0.06767 0.00167
2458357.4373032 0.06905 0.00165
2458357.4358681 0.07063 0.00154
2458357.4344329 0.06943 0.00151
2458357.4329861 0.07539 0.00165
2458357.4315509 0.07320 0.00150
2458357.4286690 99.99999 9.99999
2458357.4401852 0.06920 0.00155
2458357.4416204 0.07367 0.00152
2458357.4430671 0.06968 0.00150
2458357.4445023 0.07266 0.00166
2458357.4459375 0.07213 0.00158
2458357.4473843 0.07153 0.00172
2458357.4488194 0.07083 0.00153
2458357.4502546 0.07021 0.00212
2458357.4517014 0.07452 0.00146
2458357.4531366 0.07525 0.00154
2458357.4545718 0.07390 0.00151
2458357.4560069 0.07120 0.00157
2458357.4574537 0.07418 0.00154
2458357.4588889 0.07443 0.00156
2458357.4603241 0.08112 0.00154
2458357.4617708 0.07775 0.00155
2458357.4632060 0.08144 0.00158
2458357.4646528 0.08424 0.00156
2458357.4660880 0.08415 0.00158
2458357.4675231 0.08530 0.00166
2458357.4689699 0.08706 0.00165
2458357.4704051 0.08822 0.00159
2458357.4718519 0.08937 0.00160
2458357.4732870 0.08989 0.00155
2458357.4747338 0.09184 0.00156
2458357.4761690 0.08842 0.00157
2458357.4776157 0.09311 0.00159
2458357.4790509 0.09038 0.00156
2458357.4804861 0.09479 0.00162
2458357.4819329 0.09378 0.00158
2458357.4833681 0.09608 0.00156
2458357.4848148 0.09620 0.00161
2458357.4862500 0.09702 0.00160
2458357.4876968 0.09572 0.00162
2458357.4891319 0.09447 0.00161
2458357.4905671 0.09673 0.00163
2458357.4920139 0.09663 0.00166
2458357.4934491 0.09561 0.00160
2458357.4948958 0.09394 0.00165
2458357.4963310 0.09556 0.00164
2458357.4977778 0.09577 0.00167
2458357.4992130 0.09751 0.00164
2458357.5006481 0.09784 0.00171
2458357.5020949 0.09660 0.00166
2458357.5035301 0.09564 0.00165
2458357.5049769 0.09516 0.00164
2458357.5064120 0.09564 0.00165
2458357.5078472 0.09557 0.00168
2458357.5092940 0.09610 0.00166
2458357.5107292 0.09600 0.00165
2458357.5121759 0.09204 0.00164
2458357.5136111 0.09823 0.00173
2458357.5150463 0.09338 0.00173
2458357.5164931 0.09070 0.00166
2458357.5179282 0.09607 0.00172
2458357.5193750 0.09385 0.00167
2458357.5208102 0.09651 0.00172
2458357.5222454 0.08986 0.00168
2458357.5236921 0.09756 0.00169
2458357.5251273 0.09353 0.00165
2458357.5265625 0.09287 0.00168
2458357.5280093 0.09297 0.00171
2458357.5294444 0.09181 0.00177
2458357.5308796 0.09418 0.00173
2458357.5323148 0.09367 0.00173
2458357.5337616 0.09268 0.00172
2458357.5351968 0.09017 0.00177
2458357.5366319 0.09479 0.00168
2458357.5380787 0.08998 0.00173
2458357.5395139 0.09257 0.00167
2458357.5409491 0.08992 0.00174
2458357.5423843 0.08593 0.00170
2458357.5438310 0.08681 0.00171
2458357.5452662 0.07441 0.00174
2458357.5467014 0.07948 0.00173
2458357.5481481 0.07885 0.00183
2458357.5495833 0.07597 0.00179
2458357.5510185 0.07798 0.00179
2458357.5524653 0.07962 0.00187
2458357.5539005 0.07765 0.00179
2458357.5553356 0.07832 0.00183
2458357.5567824 0.08179 0.00177
2458357.5582176 0.07893 0.00179
2458357.5596528 0.08522 0.00185
2458357.5610880 0.08142 0.00183
2458357.5625347 0.08707 0.00182
2458357.5639699 0.08119 0.00182
