JD V-C s1
Aperture: 5, Filter: Clear, JD: geocentric
2458043.3347801 -0.00389 0.00129
2458043.3330556 -0.00021 0.00136
2458043.3313194 -0.00254 0.00131
2458043.3295718 -0.00688 0.00130
2458043.3278125 -0.01060 0.00127
2458043.3260995 -0.01092 0.00126
2458043.3225810 -0.01503 0.00129
2458043.3208333 -0.01366 0.00132
2458043.3174421 -0.01634 0.00130
2458043.3156944 -0.01470 0.00127
2458043.3139352 -0.02004 0.00126
2458043.3121296 -0.01625 0.00128
2458043.3103819 -0.01427 0.00127
2458043.3086690 -0.01444 0.00122
2458043.3069097 -0.01171 0.00126
2458043.3051736 -0.01214 0.00125
2458043.3034606 -0.01444 0.00126
2458043.3017245 -0.01635 0.00126
2458043.2999769 -0.01424 0.00124
2458043.2982176 -0.01486 0.00124
2458043.2964583 -0.01595 0.00124
2458043.2947222 -0.01820 0.00121
2458043.2929398 -0.01735 0.00127
2458043.2912037 -0.01663 0.00127
2458043.2894444 -0.01877 0.00128
2458043.2877083 -0.01843 0.00125
2458043.2860185 -0.01735 0.00123
2458043.2842824 -0.01734 0.00127
2458043.3191782 -0.01577 0.00128
2458043.3365162 -0.00027 0.00127
2458043.3382639 -0.00442 0.00128
2458043.3399884 0.00556 0.00127
2458043.3418056 0.00272 0.00126
2458043.3435532 99.99999 9.99999
2458043.3452778 0.00213 0.00130
2458043.3470370 0.00199 0.00128
2458043.3487731 -0.00129 0.00128
2458043.3505556 0.00318 0.00129
2458043.3522801 0.00024 0.00128
2458043.3540162 0.00603 0.00129
2458043.3557292 0.00399 0.00132
2458043.3574653 0.00198 0.00131
2458043.3591782 0.00362 0.00128
2458043.3609028 -0.00202 0.00127
2458043.3626157 0.00536 0.00132
2458043.3643519 0.00079 0.00129
2458043.3660648 0.00532 0.00130
2458043.3677894 0.00335 0.00140
2458043.3695023 -0.00243 0.00136
2458043.3712037 0.00177 0.00136
2458043.3729282 0.00121 0.00139
2458043.3746412 0.00625 0.00143
2458043.3763657 -0.00081 0.00137
2458043.3780787 -0.00273 0.00134
2458043.3798032 -0.01042 0.00138
2458043.3815972 0.00041 0.00137
2458043.3833102 0.00088 0.00153
2458043.3850116 0.00222 0.00142
2458043.3884722 0.00669 0.00143
2458043.3918981 0.00059 0.00140
2458043.3936111 0.00525 0.00139
2458043.3953588 0.00232 0.00138
2458043.3970949 0.00404 0.00139
2458043.3988194 0.00355 0.00148
2458043.4005324 0.00443 0.00142
2458043.4023148 -0.00066 0.00142
2458043.4041088 0.00180 0.00145
2458043.4058333 -0.00037 0.00142
2458043.4075463 -0.00592 0.00144
2458043.4092593 -0.00710 0.00143
2458043.4109838 -0.01182 0.00141
2458043.4126852 -0.01550 0.00144
2458043.4143981 -0.01651 0.00146
2458043.4161111 -0.01241 0.00145
2458043.4178935 -0.00973 0.00142
2458043.4196412 -0.01293 0.00140
2458043.4213426 -0.01021 0.00144
2458043.4230440 -0.01120 0.00148
2458043.4247454 -0.01347 0.00147
2458043.4265046 -0.00785 0.00145
2458043.4282639 -0.01432 0.00148
2458043.4316782 -0.00662 0.00149
2458043.4334028 -0.00864 0.00145
2458043.4351157 -0.01299 0.00147
2458043.4368287 -0.00750 0.00155
2458043.4386458 -0.00545 0.00149
2458043.4421296 -0.00326 0.00151
2458043.4438542 -0.00218 0.00148
2458043.4455787 -0.00804 0.00157
