JD V-C s1
Aperture: 7, Filter: LNIR, JD: geocentric
2457995.36583 0.68731 0.00133
2457995.36727 0.68531 0.00147
2457995.36871 0.68606 0.00145
2457995.37015 0.68703 0.00147
2457995.37160 0.68578 0.00155
2457995.37304 0.68582 0.00164
2457995.37448 0.68388 0.00164
2457995.37592 0.68630 0.00157
2457995.37737 0.68510 0.00166
2457995.37881 0.68250 0.00162
2457995.38025 0.68567 0.00145
2457995.38169 0.68740 0.00137
2457995.38313 0.68423 0.00129
2457995.38458 0.68432 0.00132
2457995.38602 0.68424 0.00136
2457995.38746 0.68794 0.00130
2457995.38890 0.68872 0.00143
2457995.39035 0.69115 0.00149
2457995.39179 0.69530 0.00153
2457995.39323 0.69094 0.00160
2457995.39467 0.69945 0.00159
2457995.39612 0.70518 0.00169
2457995.39756 0.70625 0.00190
2457995.40044 0.71077 0.00219
2457995.40333 0.70950 0.00197
2457995.40477 0.71569 0.00194
2457995.40621 0.71653 0.00202
2457995.40766 0.71489 0.00178
2457995.40910 0.71086 0.00166
2457995.41054 0.71668 0.00153
2457995.41198 0.72028 0.00152
2457995.41343 0.72082 0.00153
2457995.41631 0.72247 0.00164
2457995.41776 0.71737 0.00179
2457995.41920 0.71673 0.00200
2457995.42064 0.71878 0.00187
2457995.42208 0.71777 0.00199
2457995.42352 0.72154 0.00218
2457995.42497 0.71877 0.00201
2457995.42641 0.72287 0.00217
2457995.42785 0.72342 0.00245
2457995.42929 0.71390 0.00238
2457995.43074 0.71700 0.00189
2457995.43218 0.71848 0.00168
2457995.43362 0.71386 0.00157
2457995.43507 0.72170 0.00150
2457995.43651 0.72104 0.00135
2457995.43795 0.71863 0.00135
2457995.43939 0.72313 0.00125
2457995.44083 0.72425 0.00120
2457995.44228 0.72129 0.00120
2457995.44372 0.72310 0.00122
2457995.44516 0.72302 0.00120
2457995.44660 0.72032 0.00129
2457995.44804 0.72025 0.00125
2457995.44949 0.72452 0.00129
2457995.45093 0.71877 0.00127
2457995.45237 0.72298 0.00121
2457995.45382 0.72393 0.00124
2457995.45526 0.71974 0.00119
2457995.45670 0.71308 0.00119
2457995.45814 0.71512 0.00112
2457995.45959 0.71373 0.00107
2457995.46103 0.72088 0.00111
2457995.46247 0.71850 0.00110
2457995.46391 0.71693 0.00112
2457995.46536 0.71667 0.00111
2457995.46680 0.71137 0.00113
2457995.46824 0.71687 0.00115
2457995.46969 0.71287 0.00112
2457995.47113 0.70928 0.00110
2457995.47257 0.70254 0.00107
2457995.47401 0.70512 0.00104
2457995.47546 0.70263 0.00105
2457995.47690 0.69646 0.00106
2457995.47834 0.69226 0.00104
2457995.47978 0.69451 0.00103
2457995.48122 0.69500 0.00107
2457995.48266 0.69378 0.00107
2457995.48411 0.69545 0.00106
2457995.48555 0.69533 0.00106
2457995.48699 0.69773 0.00104
2457995.48844 0.69297 0.00109
2457995.48988 0.69645 0.00107
2457995.49132 0.69266 0.00108
2457995.49422 0.69957 0.00114
2457995.49566 0.69785 0.00113
2457995.49710 0.69575 0.00112
2457995.49854 0.69504 0.00113
2457995.49999 0.69470 0.00114
