JD V-C s1
2457615.36755 99.99999 9.99999
2457615.36680 99.99999 9.99999
2457615.36604 99.99999 9.99999
2457615.36529 99.99999 9.99999
2457615.36378 99.99999 9.99999
2457615.36303 99.99999 9.99999
2457615.36228 99.99999 9.99999
2457615.35886 99.99999 9.99999
2457615.35961 99.99999 9.99999
2457615.36037 99.99999 9.99999
2457615.36112 99.99999 9.99999
2457615.47433 99.99999 9.99999
2457615.47507 0.06473 0.00165
2457615.47582 0.06424 0.00167
2457615.47657 99.99999 9.99999
2457615.47732 99.99999 9.99999
2457615.47806 99.99999 9.99999
2457615.47956 0.06428 0.00165
2457615.48031 0.06290 0.00165
2457615.48106 0.06170 0.00163
2457615.48180 0.06314 0.00161
2457615.48255 0.06310 0.00166
2457615.48330 0.06562 0.00163
2457615.48405 0.06205 0.00165
2457615.48480 0.06012 0.00162
2457615.48554 0.06293 0.00165
2457615.48629 0.06155 0.00164
2457615.48704 0.06009 0.00165
2457615.48779 0.06294 0.00167
2457615.48854 0.05807 0.00162
2457615.48928 0.05915 0.00165
2457615.49003 0.06370 0.00167
2457615.49078 0.05999 0.00163
2457615.49153 0.05997 0.00164
2457615.49228 0.05750 0.00166
2457615.49303 0.05785 0.00162
2457615.49377 0.05696 0.00166
2457615.49452 0.05493 0.00164
2457615.49527 0.05341 0.00163
2457615.49602 0.04997 0.00162
2457615.49677 0.04908 0.00163
2457615.49751 0.04522 0.00164
2457615.49826 0.04540 0.00163
2457615.49901 0.04468 0.00161
2457615.49976 0.04190 0.00161
2457615.50050 0.04060 0.00160
2457615.50125 0.03823 0.00162
2457615.50200 0.04160 0.00166
2457615.50275 0.03794 0.00162
2457615.50350 0.03631 0.00165
2457615.50424 0.03084 0.00162
2457615.50499 0.03173 0.00158
2457615.50574 0.03178 0.00163
2457615.50649 0.02791 0.00160
2457615.50724 0.03206 0.00164
2457615.50799 0.02947 0.00163
2457615.50873 0.02477 0.00160
2457615.50948 0.02864 0.00159
2457615.51023 0.02752 0.00159
2457615.51098 0.03130 0.00159
2457615.51172 0.02721 0.00161
2457615.51247 0.02653 0.00162
2457615.51322 0.03160 0.00162
2457615.51397 0.02760 0.00162
2457615.51472 0.03213 0.00161
2457615.51546 0.02888 0.00162
2457615.51621 0.03057 0.00160
2457615.51696 0.03105 0.00163
2457615.51771 0.03138 0.00162
2457615.51920 0.02911 0.00159
