JD V-C s1
Aperture: 7, Filter: LNIR, JD: geocentric
2457988.37103 -1.30186 0.00192
2457988.37244 -1.30184 0.00197
2457988.37385 -1.30193 0.00203
2457988.37526 -1.30466 0.00201
2457988.37668 -1.30791 0.00214
2457988.37809 -1.30161 0.00193
2457988.37951 -1.29883 0.00188
2457988.38092 -1.30064 0.00194
2457988.38233 -1.29631 0.00179
2457988.38375 -1.29627 0.00177
2457988.38516 -1.29855 0.00187
2457988.38658 -1.30136 0.00190
2457988.38799 -1.30211 0.00193
2457988.38940 -1.30182 0.00199
2457988.39082 -1.29675 0.00186
2457988.39223 -1.30099 0.00183
2457988.39365 -1.29673 0.00184
2457988.39506 -1.29928 0.00180
2457988.39647 -1.29872 0.00195
2457988.39789 -1.30045 0.00188
2457988.39930 -1.29940 0.00189
2457988.40072 -1.29968 0.00186
2457988.40213 -1.29994 0.00183
2457988.40354 -1.29576 0.00191
2457988.40496 -1.29789 0.00190
2457988.40637 -1.30104 0.00190
2457988.40778 -1.30379 0.00191
2457988.40920 -1.29946 0.00187
2457988.41061 -1.29967 0.00184
2457988.41203 -1.29887 0.00189
2457988.41344 -1.30313 0.00198
2457988.41485 -1.29666 0.00192
2457988.41627 -1.29279 0.00184
2457988.41768 -1.29143 0.00185
2457988.41910 -1.28769 0.00182
2457988.42051 -1.29073 0.00186
2457988.42193 -1.28610 0.00185
2457988.42334 -1.28287 0.00193
2457988.42476 -1.27896 0.00185
2457988.42617 -1.27019 0.00185
2457988.42758 -1.26776 0.00183
2457988.42900 -1.26697 0.00182
2457988.43041 -1.27099 0.00199
2457988.43183 -1.27084 0.00197
2457988.43324 -1.26788 0.00194
2457988.43465 -1.26481 0.00187
2457988.43607 -1.26316 0.00203
2457988.43889 -1.26318 0.00191
2457988.44031 -1.26651 0.00189
2457988.44172 -1.26770 0.00192
2457988.44313 -1.26392 0.00190
2457988.44455 -1.26714 0.00205
2457988.44596 -1.26526 0.00213
2457988.44738 -1.26172 0.00216
2457988.44879 -1.26427 0.00216
2457988.45020 -1.26447 0.00200
2457988.45162 -1.26280 0.00201
2457988.45303 -1.26403 0.00205
2457988.45445 -1.26266 0.00203
2457988.45586 -1.26296 0.00204
2457988.45727 -1.26369 0.00219
2457988.45869 -1.26431 0.00213
2457988.46010 -1.26691 0.00214
2457988.46152 -1.26072 0.00228
2457988.46293 -1.26398 0.00225
2457988.46434 -1.26300 0.00211
2457988.46576 -1.26515 0.00212
2457988.46717 -1.26304 0.00207
2457988.46859 -1.26155 0.00199
2457988.47000 -1.25870 0.00199
2457988.47142 -1.25855 0.00195
2457988.47283 -1.25711 0.00204
2457988.47424 -1.26050 0.00206
2457988.47565 -1.25964 0.00201
2457988.47707 -1.25680 0.00204
2457988.47848 -1.25783 0.00200
2457988.47990 -1.25678 0.00207
2457988.48131 -1.25767 0.00208
2457988.48272 -1.26273 0.00203
2457988.48414 -1.26348 0.00213
2457988.48555 -1.26447 0.00215
2457988.48697 -1.25985 0.00206
2457988.48838 -1.26398 0.00207
2457988.48980 -1.26380 0.00208
2457988.49121 -1.26338 0.00213
2457988.49262 -1.26373 0.00210
2457988.49404 -1.26674 0.00210
2457988.49545 -1.26733 0.00220
2457988.49687 -1.27252 0.00218
2457988.49828 -1.27825 0.00219
2457988.49970 -1.27660 0.00224
2457988.50111 -1.28164 0.00235
2457988.50252 -1.28479 0.00222
2457988.50394 -1.28921 0.00222
2457988.50535 -1.28993 0.00233
2457988.50676 -1.28939 0.00230
2457988.50818 -1.29154 0.00232
2457988.50959 -1.29398 0.00241
2457988.51100 -1.29108 0.00224
2457988.51242 -1.29511 0.00240
2457988.51383 -1.29618 0.00238
2457988.51525 -1.29182 0.00227
2457988.51666 -1.28974 0.00229
2457988.51808 -1.28644 0.00233
2457988.51949 -1.29701 0.00247
2457988.52091 -1.29075 0.00234
2457988.52232 -1.29627 0.00238
2457988.52373 -1.29121 0.00242
2457988.52515 -1.29035 0.00238
2457988.52656 -1.28992 0.00245
2457988.52797 -1.29156 0.00251
2457988.52939 -1.29183 0.00249
2457988.53080 -1.29443 0.00254
2457988.53222 -1.29257 0.00247
2457988.53363 -1.29765 0.00245
2457988.53505 -1.29141 0.00253
2457988.53646 -1.29071 0.00270
2457988.53787 -1.28883 0.00268
2457988.53929 -1.29269 0.00254
