JD V-C s1
Aperture: 8, Filter: LNIR, JD: geocentric
2457629.45293 -0.89751 0.00154
2457629.45148 -0.89851 0.00148
2457629.45004 -0.89763 0.00148
2457629.44716 -0.89494 0.00146
2457629.44571 -0.89170 0.00145
2457629.44427 -0.88832 0.00145
2457629.44283 -0.88472 0.00146
2457629.44139 -0.88316 0.00143
2457629.43994 -0.88057 0.00143
2457629.43850 -0.87541 0.00142
2457629.43706 -0.87498 0.00145
2457629.43562 -0.87241 0.00146
2457629.43417 -0.87299 0.00145
2457629.43273 -0.87334 0.00145
2457629.42985 -0.87205 0.00140
2457629.42840 -0.87159 0.00141
2457629.42696 -0.87055 0.00143
2457629.42552 -0.87125 0.00141
2457629.42408 -0.86972 0.00142
2457629.42264 -0.86812 0.00139
2457629.42119 -0.86649 0.00142
2457629.41975 -0.86769 0.00138
2457629.41831 -0.86445 0.00139
2457629.41687 -0.86515 0.00138
2457629.41543 -0.86584 0.00141
2457629.41398 -0.86400 0.00140
2457629.41254 -0.86513 0.00141
2457629.41110 -0.86440 0.00137
2457629.40966 -0.86476 0.00140
2457629.40821 -0.86326 0.00141
2457629.40677 -0.86338 0.00139
2457629.40533 -0.86428 0.00139
2457629.40388 -0.86468 0.00138
2457629.40244 -0.86361 0.00138
2457629.40100 -0.86284 0.00137
2457629.39811 -0.86581 0.00140
2457629.39667 -0.86484 0.00136
2457629.39523 -0.86780 0.00136
2457629.39379 -0.86792 0.00137
2457629.39234 -0.86490 0.00141
2457629.39090 -0.86755 0.00138
2457629.38946 -0.87144 0.00135
2457629.38793 -0.87182 0.00136
2457629.38649 -0.87025 0.00133
2457629.38504 -0.86967 0.00136
2457629.38359 -0.87183 0.00134
2457629.38215 -0.87096 0.00136
2457629.38070 -0.86792 0.00135
2457629.37925 -0.87125 0.00136
2457629.37780 -0.87102 0.00134
2457629.37635 -0.87261 0.00134
2457629.37491 -0.87218 0.00135
2457629.37346 -0.87238 0.00135
2457629.37201 -0.87402 0.00133
2457629.37057 -0.87326 0.00135
2457629.36912 -0.87434 0.00138
2457629.36767 -0.87736 0.00136
2457629.36622 -0.88035 0.00134
2457629.36478 -0.88332 0.00136
2457629.36333 -0.88458 0.00139
2457629.36188 -0.88784 0.00139
2457629.36044 -0.89015 0.00136
2457629.35899 -0.89107 0.00142
2457629.35754 -0.89303 0.00137
2457629.35610 -0.89470 0.00139
2457629.35465 -0.89529 0.00135
2457629.35320 -0.89577 0.00133
2457629.35175 -0.89700 0.00135
2457629.35031 -0.89761 0.00135
2457629.34886 -0.89619 0.00135
2457629.34741 -0.89612 0.00134
2457629.34597 -0.89749 0.00133
2457629.34452 -0.89759 0.00135
2457629.34307 -0.89688 0.00133
2457629.34162 -0.89624 0.00136
2457629.34018 -0.89710 0.00133
2457629.45581 -0.90104 0.00163
2457629.45870 -0.90080 0.00174
2457629.46879 99.99999 9.99999
