2458704.33327	-0.00635
2458704.33404	-0.00777
2458704.3348	0.00404
2458704.33557	0.00668
2458704.33634	0.00732
2458704.3371	-0.00596
2458704.33787	0.00349
2458704.33864	-0.00203
2458704.33941	-0.00733
2458704.34017	0.00708
2458704.34094	0.00235
2458704.34171	-0.00554
2458704.34247	0.00038
2458704.34324	-0.00123
2458704.34401	0.01594
2458704.34478	0.00132
2458704.34554	0.00433
2458704.34631	0.00217
2458704.34708	0.01679
2458704.34784	0.00700
2458704.34861	0.00702
2458704.34938	0.01145
2458704.35015	0.02329
2458704.35091	0.01700
2458704.35168	0.01986
2458704.35245	0.01268
2458704.35321	0.01661
2458704.35398	0.01226
2458704.35475	0.01200
2458704.35551	0.01440
2458704.35628	0.01230
2458704.35705	0.01095
2458704.35782	0.01782
2458704.35858	0.00991
2458704.35935	0.02072
2458704.36012	0.01585
2458704.36089	0.01626
2458704.36165	0.01733
2458704.36242	0.01712
2458704.36319	0.01955
2458704.36395	0.01699
2458704.36472	0.01912
2458704.36549	0.01466
2458704.36625	0.01029
2458704.36702	0.01493
2458704.36779	0.00965
2458704.36856	0.01189
2458704.36932	0.01634
2458704.37009	0.01714
2458704.37086	0.01804
2458704.37162	0.01628
2458704.37239	0.02426
2458704.37316	0.02528
2458704.37469	0.02244
2458704.37546	0.02298
2458704.37623	0.02319
2458704.37699	0.01556
2458704.37776	0.01679
2458704.37853	0.02818
2458704.37929	0.02703
2458704.38006	0.02704
2458704.38083	0.01703
2458704.38236	0.01976
2458704.38313	0.02274
2458704.3862	0.02909
2458704.38697	0.02707
2458704.3908	0.02185
2458704.39464	0.02303
2458704.39617	0.02327
2458704.39694	0.02387
2458704.39771	0.00970
2458704.39847	0.01545
2458704.39924	0.01452
2458704.40001	0.00924
2458704.40077	0.02152
2458704.40154	0.02291
2458704.40231	0.01396
2458704.40308	0.00620
2458704.40384	0.01242
2458704.40461	0.01666
2458704.40538	0.01517
2458704.40614	0.01819
2458704.40691	0.01887
2458704.40768	0.01101
2458704.40845	0.01070
2458704.40921	0.00413
2458704.40998	0.01885
2458704.41075	0.01662
2458704.41151	0.01992
2458704.41228	0.02273
2458704.41305	0.01853
2458704.41382	0.01335
2458704.41458	0.00627
2458704.41535	0.01859
2458704.41612	0.01091
2458704.41688	0.00562
2458704.41765	0.01316
2458704.41842	0.01036
2458704.41919	0.00656
2458704.41995	0.00902
2458704.42072	0.00902
2458704.42149	0.00759
2458704.42225	0.01154
2458704.42302	0.00512
2458704.42379	0.00875
2458704.42456	0.01116
2458704.42532	-0.00195
2458704.42609	0.00359
2458704.42686	0.00529
2458704.42762	0.00819
2458704.42839	0.00228
2458704.42916	-0.00006
2458704.42993	0.00199
2458704.43069	-0.00368
2458704.43146	0.00233
2458704.43223	0.00586
2458704.43299	0.00315
2458704.43376	-0.00235
2458704.43453	-0.00676
2458704.4353	0.00445
2458704.43606	0.00045
2458704.43683	-0.00514
2458704.4376	0.00236
2458704.43836	-0.00479
2458704.43913	-0.00228
2458704.4399	-0.00229
2458704.44067	0.00382
2458704.44143	-0.00047
2458704.44297	-0.00038
2458704.44373	0.00590
2458704.4445	-0.00604
2458704.44527	-0.00135
2458704.44604	-0.00414
2458704.4468	-0.00659
2458704.44757	-0.00454
2458704.44834	0.00428
2458704.4491	-0.00165
2458704.44987	0.00438
2458704.45064	0.00084
2458704.45141	-0.00067
2458704.45217	-0.00192
2458704.45294	-0.00602
2458704.45371	0.00098
2458704.45448	-0.00061
2458704.45524	0.00174
2458704.45601	-0.01062
2458704.45678	0.00061
2458704.45754	0.00334
2458704.45831	-0.00063
2458704.45908	-0.00773
2458704.45985	-0.00346
2458704.46061	0.00173
2458704.46138	-0.00169
2458704.46215	0.00684
2458704.46292	0.00009
2458704.46369	0.00521
2458704.46445	0.01023
2458704.46522	0.00468
2458704.46599	0.00174
2458704.46676	0.00369
2458704.46752	0.00348
2458704.46829	0.00897
2458704.46906	0.00411
2458704.46983	-0.00122
2458704.4706	-0.00390
2458704.47137	0.00088
2458704.47213	0.00840
2458704.4729	-0.00064
2458704.47367	-0.00242
2458704.47521	-0.00201
2458704.47598	-0.00144
2458704.47674	0.00033
2458704.47751	-0.00022
2458704.47828	-0.00080
2458704.47905	-0.00002
2458704.47982	-0.00416
2458704.48059	0.00156
2458704.48136	-0.00212
2458704.48213	-0.00289
2458704.4829	-0.00091
2458704.48367	-0.00093
2458704.48443	-0.00109
2458704.4852	-0.00407
2458704.48597	-0.00082
2458704.48674	0.00258
2458704.48751	0.00372
2458704.48828	0.00779
2458704.48904	-0.00177
2458704.48981	-0.00759
2458704.49058	0.00398
2458704.49135	0.00446
2458704.49212	-0.00674
2458704.49288	0.00595
2458704.49365	-0.00712
2458704.49442	-0.00313
2458704.49519	0.00389
2458704.49596	-0.00334
