JD V-C s1 
2458351.42553 0.5296 0.0076 
2458351.42618 99.9990 9.9990 
2458351.42684 99.9990 9.9990 
2458351.42750 0.5303 0.0078 
2458351.42816 99.9990 9.9990 
2458351.42882 99.9990 9.9990 
2458351.42948 0.5144 0.0076 
2458351.43013 0.5279 0.0074 
2458351.43079 0.5220 0.0077 
2458351.43144 99.9990 9.9990 
2458351.43210 0.5189 0.0076 
2458351.43276 99.9990 9.9990 
2458351.43341 0.5150 0.0074 
2458351.43406 0.5167 0.0076 
2458351.43473 0.5235 0.0075 
2458351.43539 99.9990 9.9990 
2458351.43604 99.9990 9.9990 
2458351.43670 99.9990 9.9990 
2458351.43736 99.9990 9.9990 
2458351.43801 0.5304 0.0076 
2458351.43867 99.9990 9.9990 
2458351.43932 99.9990 9.9990 
2458351.43998 99.9990 9.9990 
2458351.44064 99.9990 9.9990 
2458351.44131 99.9990 9.9990 
2458351.44199 99.9990 9.9990 
2458351.44265 0.5181 0.0072 
2458351.44332 0.5273 0.0072 
2458351.44399 0.5401 0.0073 
2458351.44466 99.9990 9.9990 
2458351.44532 99.9990 9.9990 
2458351.44600 0.5275 0.0070 
2458351.44667 99.9990 9.9990 
2458351.44733 99.9990 9.9990 
2458351.44802 99.9990 9.9990 
2458351.44868 0.5178 0.0067 
2458351.44935 0.5225 0.0068 
2458351.45002 99.9990 9.9990 
2458351.45069 0.5139 0.0068 
2458351.45137 0.5357 0.0066 
2458351.45206 99.9990 9.9990 
2458351.45273 0.5320 0.0067 
2458351.45339 99.9990 9.9990 
2458351.45409 99.9990 9.9990 
2458351.45476 99.9990 9.9990 
2458351.45544 0.5256 0.0062 
2458351.45610 99.9990 9.9990 
2458351.45678 0.5269 0.0060 
2458351.45745 99.9990 9.9990 
2458351.45812 0.5239 0.0062 
2458351.45881 99.9990 9.9990 
2458351.45949 99.9990 9.9990 
2458351.46017 0.5292 0.0060 
2458351.46082 99.9990 9.9990 
2458351.46148 0.5312 0.0060 
2458351.46213 99.9990 9.9990 
2458351.46280 0.5172 0.0060 
2458351.46346 99.9990 9.9990 
2458351.46411 99.9990 9.9990 
2458351.46477 99.9990 9.9990 
2458351.46542 0.5094 0.0059 
2458351.46608 99.9990 9.9990 
2458351.46673 99.9990 9.9990 
2458351.46738 0.5172 0.0058 
2458351.46803 0.5263 0.0059 
2458351.46869 0.5242 0.0057 
2458351.46934 0.5151 0.0056 
2458351.47000 0.5193 0.0056 
2458351.47067 0.5184 0.0055 
2458351.47132 99.9990 9.9990 
2458351.47198 0.5167 0.0055 
2458351.47263 0.5098 0.0055 
2458351.47329 99.9990 9.9990 
2458351.47394 0.5119 0.0055 
2458351.47460 99.9990 9.9990 
2458351.47524 0.5063 0.0055 
2458351.47590 99.9990 9.9990 
2458351.47655 99.9990 9.9990 
2458351.47721 99.9990 9.9990 
2458351.47787 99.9990 9.9990 
2458351.47852 0.5085 0.0052 
2458351.47919 99.9990 9.9990 
2458351.47984 99.9990 9.9990 
2458351.48050 99.9990 9.9990 
2458351.48115 0.5016 0.0054 
2458351.48181 99.9990 9.9990 
2458351.48246 99.9990 9.9990 
2458351.48311 99.9990 9.9990 
2458351.48377 0.5056 0.0053 
2458351.48442 99.9990 9.9990 
2458351.48508 99.9990 9.9990 
2458351.48573 99.9990 9.9990 
2458351.48639 99.9990 9.9990 
2458351.48706 99.9990 9.9990 
2458351.48771 0.5134 0.0064 
2458351.48837 0.5047 0.0061 
2458351.48902 0.4785 0.0061 
2458351.48968 99.9990 9.9990 
2458351.49032 99.9990 9.9990 
2458351.49098 99.9990 9.9990 
2458351.49163 99.9990 9.9990 
2458351.49229 99.9990 9.9990 
2458351.49295 99.9990 9.9990 
2458351.49360 99.9990 9.9990 
2458351.49426 99.9990 9.9990 
2458351.49493 99.9990 9.9990 
2458351.49558 99.9990 9.9990 
2458351.49624 99.9990 9.9990 
2458351.49690 99.9990 9.9990 
2458351.49755 99.9990 9.9990 
2458351.49821 99.9990 9.9990 
2458351.49885 0.5243 0.0105 
2458351.49951 99.9990 9.9990 
2458351.50017 99.9990 9.9990 
2458351.50082 99.9990 9.9990 
2458351.50149 99.9990 9.9990 
2458351.50215 99.9990 9.9990 
2458351.50280 99.9990 9.9990 
2458351.50346 99.9990 9.9990 
2458351.50412 99.9990 9.9990 
2458351.50478 0.5090 0.0054 
2458351.50543 99.9990 9.9990 
2458351.50609 0.4999 0.0052 
2458351.50674 99.9990 9.9990 
2458351.50740 99.9990 9.9990 
2458351.50807 99.9990 9.9990 
2458351.50873 99.9990 9.9990 
2458351.50937 99.9990 9.9990 
2458351.51006 99.9990 9.9990 
2458351.51072 99.9990 9.9990 
2458351.51139 99.9990 9.9990 
2458351.51206 99.9990 9.9990 
2458351.51273 99.9990 9.9990 
2458351.51339 99.9990 9.9990 
2458351.51406 0.5033 0.0053 
2458351.51473 99.9990 9.9990 
2458351.51539 99.9990 9.9990 
2458351.51608 99.9990 9.9990 
2458351.51674 0.5089 0.0053 
2458351.51743 99.9990 9.9990 
2458351.51810 99.9990 9.9990 
2458351.51877 99.9990 9.9990 
2458351.51943 0.5127 0.0053 
2458351.52012 99.9990 9.9990 
2458351.52078 0.5122 0.0055 
2458351.52145 0.5055 0.0054 
2458351.52212 99.9990 9.9990 
2458351.52280 99.9990 9.9990 
2458351.52348 0.5074 0.0054 
2458351.52416 99.9990 9.9990 
2458351.52484 0.4960 0.0055 
2458351.52551 99.9990 9.9990 
2458351.52620 99.9990 9.9990 
2458351.52689 99.9990 9.9990 
2458351.52757 99.9990 9.9990 
2458351.52823 99.9990 9.9990 
2458351.52891 0.5060 0.0056 
2458351.52960 0.4912 0.0055 
2458351.53029 99.9990 9.9990 
2458351.53097 99.9990 9.9990 
2458351.53167 99.9990 9.9990 
2458351.53234 99.9990 9.9990 
2458351.53302 99.9990 9.9990 
2458351.53370 99.9990 9.9990 
2458351.53439 99.9990 9.9990 
2458351.53506 99.9990 9.9990 
2458351.53573 99.9990 9.9990 
2458351.53641 99.9990 9.9990 
2458351.53711 0.5004 0.0054 
2458351.53779 0.5207 0.0055 
2458351.53846 99.9990 9.9990 
2458351.53914 99.9990 9.9990 
2458351.53983 99.9990 9.9990 
2458351.54053 99.9990 9.9990 
2458351.54120 99.9990 9.9990 
2458351.54188 99.9990 9.9990 
2458351.54256 99.9990 9.9990 
2458351.54323 0.4984 0.0057 
2458351.54391 99.9990 9.9990 
2458351.54459 99.9990 9.9990 
2458351.54529 99.9990 9.9990 
2458351.54595 0.4991 0.0056 
2458351.54662 99.9990 9.9990 
2458351.54728 0.4974 0.0056 
2458351.54794 0.5049 0.0056 
2458351.54863 99.9990 9.9990 
2458351.54929 99.9990 9.9990 
2458351.54996 0.4919 0.0058 
2458351.55064 0.4798 0.0057 
2458351.55132 0.4838 0.0058 
2458351.55201 99.9990 9.9990 
2458351.55270 99.9990 9.9990 
2458351.55336 99.9990 9.9990 
2458351.55404 99.9990 9.9990 
2458351.55473 0.4989 0.0058 
2458351.55542 0.4857 0.0061 
2458351.55610 99.9990 9.9990 
2458351.55678 0.5002 0.0062 
2458351.55747 99.9990 9.9990 
2458351.55813 0.4911 0.0061 
2458351.55877 99.9990 9.9990 
2458351.55943 99.9990 9.9990 
2458351.56008 99.9990 9.9990 
2458351.56074 99.9990 9.9990 
2458351.56141 99.9990 9.9990 
2458351.56207 99.9990 9.9990 
2458351.56272 0.4925 0.0060 
2458351.56338 99.9990 9.9990 
2458351.56405 99.9990 9.9990 
2458351.56472 99.9990 9.9990 
2458351.56538 99.9990 9.9990 
2458351.56604 99.9990 9.9990 
2458351.56669 0.4926 0.0061 
2458351.56735 99.9990 9.9990 
2458351.56802 99.9990 9.9990 
2458351.56933 99.9990 9.9990 
2458351.56998 99.9990 9.9990 
2458351.57064 0.4924 0.0062 
2458351.57130 99.9990 9.9990 
2458351.57194 0.4998 0.0063 
2458351.57260 0.4983 0.0063 
2458351.57325 99.9990 9.9990 
2458351.57391 99.9990 9.9990 
2458351.57458 99.9990 9.9990 
2458351.57524 99.9990 9.9990 
2458351.57590 99.9990 9.9990 
2458351.57655 0.4834 0.0064 
2458351.57721 99.9990 9.9990 
2458351.57786 0.4963 0.0066 
2458351.57852 99.9990 9.9990 
2458351.57920 0.4927 0.0067 
2458351.57986 0.4856 0.0065 
2458351.58052 99.9990 9.9990 
2458351.58120 99.9990 9.9990 
2458351.58188 99.9990 9.9990 
2458351.58254 0.4949 0.0068 
2458351.58321 99.9990 9.9990 
2458351.58388 99.9990 9.9990 
2458351.58454 99.9990 9.9990 
2458351.58521 99.9990 9.9990 
2458351.58588 99.9990 9.9990 
2458351.58654 99.9990 9.9990 
2458351.58721 0.4876 0.0069 
2458351.58787 99.9990 9.9990 
2458351.58855 99.9990 9.9990 
