JD V-C s1 
Aperture: 6, Filter: 40.00, JD: geocentric
2458351.30792 0.4715 0.0370 
2458351.30846 99.9990 9.9990 
2458351.30947 0.4850 0.0116 
2458351.31013 0.4961 0.0112 
2458351.31078 0.5007 0.0112 
2458351.31144 0.4871 0.0108 
2458351.31208 99.9990 9.9990 
2458351.31274 0.4887 0.0102 
2458351.31339 0.4898 0.0105 
2458351.31405 0.4971 0.0102 
2458351.31536 0.4876 0.0100 
2458351.31602 0.5012 0.0099 
2458351.31667 0.4940 0.0096 
2458351.31733 0.5117 0.0095 
2458351.31798 0.4843 0.0095 
2458351.31931 0.4971 0.0092 
2458351.31996 0.5152 0.0095 
2458351.32064 99.9990 9.9990 
2458351.32197 99.9990 9.9990 
2458351.32263 99.9990 9.9990 
2458351.32329 0.4845 0.0092 
2458351.32396 0.5156 0.0089 
2458351.32462 0.5238 0.0090 
2458351.32530 0.5006 0.0089 
2458351.32596 99.9990 9.9990 
2458351.32662 0.5020 0.0086 
2458351.32729 99.9990 9.9990 
2458351.32795 0.5078 0.0087 
2458351.32862 0.4976 0.0085 
2458351.32994 99.9990 9.9990 
2458351.33061 99.9990 9.9990 
2458351.33127 0.4861 0.0088 
2458351.33193 0.4981 0.0083 
2458351.33260 99.9990 9.9990 
2458351.33326 0.5129 0.0084 
2458351.33394 0.4933 0.0082 
2458351.33459 0.5201 0.0083 
2458351.33525 0.4979 0.0083 
2458351.33593 99.9990 9.9990 
2458351.33659 0.5218 0.0085 
2458351.33725 99.9990 9.9990 
2458351.33858 0.5188 0.0084 
2458351.33925 99.9990 9.9990 
2458351.33993 0.5065 0.0084 
2458351.34059 0.5048 0.0084 
2458351.34127 0.5157 0.0083 
2458351.34193 99.9990 9.9990 
2458351.34259 0.5041 0.0084 
2458351.34327 99.9990 9.9990 
2458351.34461 0.5123 0.0087 
2458351.34529 0.5143 0.0086 
2458351.34661 0.4977 0.0085 
2458351.34733 99.9990 9.9990 
2458351.34800 0.5092 0.0086 
2458351.34867 0.5070 0.0086 
2458351.34933 99.9990 9.9990 
2458351.35004 0.4949 0.0084 
2458351.35072 0.4920 0.0086 
2458351.35140 0.5185 0.0086 
2458351.35207 0.5066 0.0085 
2458351.35277 0.5148 0.0087 
2458351.35345 0.5122 0.0087 
2458351.35411 0.5055 0.0084 
2458351.35479 99.9990 9.9990 
2458351.35617 0.5122 0.0089 
2458351.35684 0.5005 0.0087 
2458351.35752 0.5031 0.0089 
2458351.35823 99.9990 9.9990 
2458351.35890 0.4909 0.0087 
2458351.35958 0.4907 0.0088 
2458351.36029 99.9990 9.9990 
2458351.36098 99.9990 9.9990 
2458351.36233 0.5007 0.0088 
2458351.36299 0.5078 0.0088 
2458351.36365 99.9990 9.9990 
2458351.36429 99.9990 9.9990 
2458351.36495 0.5057 0.0088 
2458351.36563 99.9990 9.9990 
2458351.36693 99.9990 9.9990 
2458351.36759 0.4876 0.0090 
2458351.36824 0.4840 0.0091 
2458351.36890 0.4911 0.0092 
2458351.36955 99.9990 9.9990 
2458351.37021 0.4878 0.0092 
2458351.37087 99.9990 9.9990 
2458351.37152 0.5099 0.0095 
2458351.37219 0.5056 0.0095 
2458351.37287 99.9990 9.9990 
2458351.37353 99.9990 9.9990 
2458351.37420 99.9990 9.9990 
2458351.37486 0.5163 0.0090 
2458351.37554 99.9990 9.9990 
2458351.37620 0.4955 0.0089 
2458351.37823 99.9990 9.9990 
2458351.37889 99.9990 9.9990 
2458351.37957 0.5030 0.0085 
2458351.38023 0.5207 0.0088 
2458351.38157 0.5128 0.0086 
2458351.38227 99.9990 9.9990 
2458351.38295 99.9990 9.9990 
2458351.38361 99.9990 9.9990 
2458351.38429 0.5135 0.0084 
2458351.38499 99.9990 9.9990 
2458351.38566 0.5029 0.0087 
2458351.38634 99.9990 9.9990 
2458351.38703 99.9990 9.9990 
2458351.38772 0.5190 0.0084 
2458351.38839 0.4991 0.0085 
2458351.38907 0.5079 0.0083 
2458351.38973 0.5170 0.0083 
2458351.39041 99.9990 9.9990 
2458351.39107 0.4930 0.0082 
2458351.39174 99.9990 9.9990 
2458351.39240 99.9990 9.9990 
2458351.39308 99.9990 9.9990 
2458351.39444 0.4993 0.0082 
2458351.39513 0.5051 0.0079 
2458351.39580 99.9990 9.9990 
2458351.39649 0.5246 0.0080 
2458351.39716 0.5140 0.0082 
2458351.39782 99.9990 9.9990 
2458351.39851 99.9990 9.9990 
2458351.39917 0.5114 0.0079 
2458351.39985 99.9990 9.9990 
2458351.40054 99.9990 9.9990 
2458351.40120 99.9990 9.9990 
2458351.40188 99.9990 9.9990 
2458351.40253 0.5172 0.0078 
2458351.40387 0.5134 0.0082 
2458351.40454 0.5192 0.0083 
2458351.40521 0.5187 0.0083 
2458351.40586 0.5295 0.0084 
2458351.40652 99.9990 9.9990 
2458351.40716 0.5247 0.0084 
2458351.40782 0.5246 0.0082 
2458351.40847 0.5298 0.0083 
2458351.40913 0.5247 0.0083 
2458351.40979 0.5135 0.0082 
2458351.41044 0.5222 0.0082 
2458351.41110 99.9990 9.9990 
2458351.41175 99.9990 9.9990 
2458351.41241 0.5154 0.0079 
2458351.41307 0.5287 0.0078 
2458351.41373 99.9990 9.9990 
2458351.41439 0.5249 0.0078 
2458351.41504 99.9990 9.9990 
2458351.41569 99.9990 9.9990 
2458351.41634 0.5112 0.0074 
2458351.41700 99.9990 9.9990 
2458351.41766 99.9990 9.9990 
2458351.41831 0.5261 0.0077 
2458351.41897 99.9990 9.9990 
2458351.41962 0.5278 0.0075 
2458351.42028 99.9990 9.9990 
2458351.42094 99.9990 9.9990 
2458351.42160 99.9990 9.9990 
2458351.42225 99.9990 9.9990 
2458351.42290 99.9990 9.9990 
2458351.42356 0.5135 0.0076 
2458351.42421 0.5182 0.0075 
2458351.42487 0.5071 0.0075 
